ABET	i-ABET; 
narrative	 okuxoxayo;  ukulandisa;  okulandayo; ingxoxo; 
narrow	nciphisa; 
natal	okokuzalwa komuntu; 
nation	isizwe; 
nation-building	ukwakhiwa kwesizwe; 
national	-kobuzwe;  okwesizwe; 
nationality	ubuzwe; 
nationally	kuzwelonke; 
nationals	abezizwe; 
nationhood	ubuzwe; 
nations	izizwe; 
natural	 okwemvelo;  -kwemvelo; uphawu lwengqikithi; 
nature	 umvelo; imvelo;  ubunjalo; 
near	eduze;  okuseduze; 
nearest	okuseduze kakhulu; 
nearly	cishe; 
necessarily	kufuneka;  kuswelekile; 
need	isidingo;  dinga; 
needed	dinga; 
needs	dinga;  izidingo; 
negative	okuphikisayo;  ngaphansi kweqanda; 
negatively	 ngokuphika; ngokulandula; 
neglect	 -shaya indiva;  yekelela; ukunganaki; 
neglected	 shaya indiva;  yekelela; ukunganaki; 
negligence	ukuyekelela; 
negotiate	cebisa;  -xoxisana; 
negotiated	cebisa;  xoxisana; 
negotiating	 ukucebisa; ukuxoxisana; 
negotiation	ukuxoxisana; 
negotiations	ukuxoxisana; 
neighbouring	ukwencikana na-; 
neither	noyedwa;  kokukodwa; 
net	inxanxathela;  inetha; 
networking	uhleloxhumano; 
networks	uhleloxhumano; 
never	ngeze; 
nevertheless	kodwa;  nokho;  kanti nokho; 
new	okwanamuhla;  okusha;  okusaqalwa; 
newly	kabusha;  busha; 
news	izindaba; 
newsletter	incwadi yezindaba; 
newsletters	izincwadi zezindaba; 
newspaper	iphephandaba; 
newspapers	amaphephandaba; 
newsroom	indawo okucutshungulwa kuyo izindaba; 
next	okulandelayo; 
night	 ubusuku; ebusuku; 
nine	isishiyagalolunye; 
no	cha;  qhabo;  qha;  hhayi; 
noble	 owasebukhosini; isikhulu;  okobuntu; okwesithunzi; 
nominal	 okwamabizo; okuligama nje; okoshiwo nje; 
nominate	ukuphakamisa;  phakamisa; 
nominated	phakamisa; 
nomination	isiphakamiso;  ukuphakamisa; 
nominations	iziphakamiso; abaphakanyisiweyo; 
non	isiqalo esiphathelene nokwenqaba; 
non-compliance	 ukungathobeli; ukungavumeli; 
non-governmental	okungekho ngaphansi kukahulumeni; 
non-profit	okungenzi nzuzo; 
non-racial	okungacwasi ngokobuzwe; 
non-racialism	ukungabandlululi ngokobuhlanga;  ukungacwasi ngokobuhlanga; 
non-refundable	imali engenakubuyiselwa; 
non-sexism	ukungacwasi ngokobulili; 
non-sexist	okungacwasi ngokobulili; 
non-tax	okungenantela; 
none	akukho; 
nor	noma; 
normal	okujwayelekile; 
normally	ngokuvamile; 
norms	izinkambiso; 
north	 inyakatho;  ngasenyakatho;  iNyakatho; enyakatho; 
northern	okwasenyakatho; 
not	qhabo; 
notable	okunegama;  okudumile;  okuqhamile; 
notably	kakhulu; 
note	 bhala;  imali eyiphepha;  iphepha lemali;  amanothi;  inothi;  inothi (yephimbo) uphawu lomculo; qaphela; 
noted	 bhala;  imali eyiphepha;  iphepha lemali;  inothi; qaphela; 
notes	amanothi; 
nothing	yize; 
notice	bona;  ukuqaphela;  isaziso; 
notices	bona;  izaziso;  ukuqaphela; 
notification	ukwazisa; 
notified	 bikela; azisa; 
notify	 bikela; azisa; 
noting	 imali eyiphepha;  iphepha lemali; ukubhala;  amanothi;  ukuqaphela;  inothi;  inothi (yephimbo) uphawu lomculo; 
notion	ukuqonda;  umcabango; 
notwithstanding	 kwala;  nokho; khona;  ingani;  kanti; 
novel	inoveli; 
now	manje;  manje-ke; 
nuclear	inuzi; 
null	okuchithekile;  okuyize; 
number	 ubungakho;  isibalo;  inamba; inombolo; 
numbers	izinombolo; 
numerous	 -ningi; ubuningi bezinombolo; 
nurse	 unesi; umhlengikazi;  -hlenga; 
nurses	 onesi;  hlenga; abahlengikazi; 
nursing	ukonga; 
nurture	ukukhulisa;  ukondla;  fundisa; 
nurturing	ukufundisa; 
nutrition	 ukudla ukudla okunomsoco;  ukudla okunomsoco; ukondleka komzimba; 
oath	isifungo; 
object	 impahla; into;  injongosenzo; 
objection	izwi lokuphikisa; 
objections	amazwi okuphikisa; 
objective	injongo; 
objectives	 okuphathelene nendikimba; izinjongo; 
objects	izinto;  izimpahla; izinjongosenzo; 
obligation	impoqo; 
oblige	isibopho; 
obliged	isibopho; 
observatory	isiboniso sezulu; indawo elungiselwe ukuba kupotsholwe khona izinto ezisezulwini; 
observe	 -qaphela; hlolisisa; 
observed	 hlolisisa; qaphela; 
obtain	thola; 
obtained	thola; 
obtaining	ukuthola; 
obvious	-sobala; 
obviously	ngokusobala; 
occasion	 iphuzu;  ithuba;  isisusa; isikhathi; 
occasions	amathuba;  izisusa;  izikhathi;  amaphuzu; 
occupation	 umsebenzi;  ukudla izwe; ukudla; 
occupational	okuphathelene nomsebenzi;  okuphathelene nokuphatha izwe lesitha;  okuphathelene nesikhundla; 
occupied	ukuthatha; 
occupy	ukuthatha; 
occur	enzeka;  vela;  fika; ehlakala; 
occurred	enzeka;  vela;  fika; ehlakala; 
occurrence	okuvelayo; 
occurring	 ukwenzeka;  ukuvela;  ukwehlakala; ukufika; 
occurs	enzeka;  vela;  fika; ehlakala; 
ocean	ulwandlekazi; 
off	qedela; 
offence	icala;  isinengiso;  isicunulo;  isicasulo;  isono; 
offences	 izono; amacala;  izicanulo;  izicasulo;  izinengiso; 
offender	umoni;  umhlukumezi; 
offenders	abahlukumezi;  aboni; 
offer	ukunikela; 
offered	ukunikela; 
offering	umnikelo; 
offerings	iminikelo; 
offers	ukunikela; 
office	 ihhovisi; isikhundla; 
office-bearers	abaphethe izikhundla; 
officer	 umaqhuzu; umaqhuzu ophethe isikhundla; 
officers	 omaqhuzu; omaqhuzu abaphethe izikhundla; 
offices	izikhundla;  amahhovisi; 
official	 onesikhundla; isikhulu; 
officially	ngamandla esikhundla;  ngezwi labakhulu; 
officials	 abanezikhundla; izikhulu;  abaphathelene nezikhundla; 
offset	 thengana na-; okulinganisene nokunye; mela; 
offshore	kudana nogu olwandle; 
often	kaningi;  futhifuthi; 
oil	 uwoyela; amafutha; 
old	 okugugile;  indulo; ubudala;  okudala; 
older	okudala kunokunye; 
oldest	okudala kakhulu; 
omission	 ukushiya;  isulubezi; iphutha; 
omissions	 amasulubezi;  ukushiya; amaphutha; 
on-going	okuqhubekayo; 
once	kanye; 
once-off	okwenzeka kanye; 
one	kunye; 
ones	kunye; 
ongoing	okuqhubekayo; 
only	 kuphela; nje; 
op	ukuhlinzwa; 
open	vula;  vuleka; thunguluka; 
opened	vula;  vuleka; thunguluka; 
opening	intuba;  umqhewu; 
opens	vula;  vuleka; thunguluka; 
operate	hlinza; 
operated	hlinza; 
operates	hlinza; 
operating	ukuhlinza; 
operation	 ukubala;  ukuhlinza;  ukuhlinzwa; isenzo;  umsebenzi;  umthungo; 
operational	 okomsebenzi;  ukuhlinza;  okokusetshenziswa; okokwenza;  okokusebenza; 
operations	 izenzo;  ukubala;  ukuhlinza;  ukuhlinzwa;  imithungo; imisebenzi; 
operator	 ohambisayo;  osebenzisayo; ohlinzayo; 
operators	 abahambisayo; abasebenzisayo;  abahlinzayo; 
opinion	umbono; 
opinions	imibono; 
opportunities	amathuba; 
opportunity	ithuba; 
opposed	phikisa; 
opposite	bhekene; 
opposition	 amaqembu aphikisayo; ukumelana ephalamende; 
oppressed	 okuphethwe ngokhahlo; okuhlushwayo; okucindezelwe; 
oppression	ukuhlupheka;  ukhahlo;  ingcindezelo; 
oppressive	 okucindezelayo;  okuhluphayo; okuphatha ngokhahlo; 
optimal	okuhle kakhulu mayelana nokuthile; 
optimism	ithemba lokuhle; 
option	 ukuzikhethela; ukuziqomela; ukhetho; 
options	 ukuzikhethela; ukuziqomela; ukhetho; 
or	 mhlawumbe;  kumbe;  hleze;  khathisimbe; noma; 
oral	okukhulunywayo; 
orange	iwolintshi; 
orchestra	i-okhestra; 
order	 ukulandelana;  thenga;  i-oda;  ukuyalela; ukuhlela;  hlela;  uhlelo; 
ordered	 ukulandelana;  thenga;  i-oda;  ukuyalela; ukuhlela;  hlela;  uhlelo; 
orders	 izimiselo; imiyalo; 
ordinance	isimiselo;  umthetho wezifundazwe; 
ordinarily	imvama; 
ordinary	 okuvamile; okwejwayelekile; 
org	inhlangano; 
organ	isitho;  isitho somzimba;  ugubhu; 
organisation	inhlangano;  ukuhlela; 
organisational	okwenhlangano; 
organisations	izinhlangano; 
organised	hlela; 
organisers	abahleli; 
organising	ukuhlela; 
organization	inhlangano; 
organizations	izinhlangano; 
organized	hlela; 
organizers	abahleli; 
organs	izitho zokukhuluma; 
orientation	 ukwejwayezwa;  ukuma okumaqondana nempumalanga; ukuqeqeshwa; 
origin	ekuqaleni;  umsuka;  imvelaphi; 
original	umsuka; 
originally	ngokwemvelo; 
origins	ekuqaleni;  imisuka;  imvelaphi; 
other	okunye; 
others	 eminye; ezinye;  abanye;  okunye; 
otherwise	ngokunye;  uma kungenjalo; 
ought	 okulunge;  okwenzeka; okufanele; 
our	okwethu; 
ours	okungokwethu; 
ourselves	thina uqobo lwethu; 
out	 phuma; phandle; 
outcome	 isigcino;  impumelelo; umphumela;  isiphetho; 
outcomes	imiphumela; 
outdoor	ngaphandle; 
outgoing	okuphumayo;  okuhambayo; 
outline	uhlaka;  klama;  umklamo; 
outlined	uhlaka;  klama;  umklamo; 
outlines	uhlaka;  klama;  umklamo; 
outlook	okuphambili;  indawo yokubukela;  okuzayo; 
output	umphumela; 
outputs	imiphumela; 
outreach	eqa;  dlula;  finyelela kude; 
outside	ngaphandle;  ingaphandle;  phandle; 
outsourced	thola imikhiqizo nezidingo kumphakeli wangaphandle; 
outstanding	okuvelele;  okuqhamile; 
outward	 okumukayo; okuhambayo; 
oval	-saqanda;  -mise saqanda; 
overall	i-ovaloli; 
overarching	okupheleleyo; 
overcome	xosha;  nqoba;  ahlula; 
overcrowding	ukuminyana; 
overseas	 phesheya kwezilwandle; phesheya; 
oversee	phatha;  mela;  ngamela; 
overseeing	ukuphatha;  ukwengamela;  ukumela; 
oversight	ukuphatha;  ukukhohlwa;  ukumela;  iphutha; 
overview	ukubukeza; 
overwhelming	okwahlulayo;  okuhlihlayo; 
owed	kweleta; 
owing	ukuba necala;  ukuba besikweletu; 
own	okwakho;  ukuba na-;  fuya; 
owned	okwakho;  ukuba na-;  fuya; 
owner	 umniniyo;  umnini; umnikazi; 
owners	 abanini; abanikazi;  abaniniyo; 
ownership	ubunikazi; 
pace	isivinini; 
package	 isithungo; impahla;  isishuqulu; 
packages	 izithungo;  izishuqulu; impahla; 
page	ikhasi; 
pages	amakhasi; 
paid	khokha; 
pain	ubuhlungu; 
painful	buhlungu; 
painting	 ukudweba ngopende; umdwebo; 
paintings	imidwebo;  ukudweba ngopende; 
palace	 umuzi wenkosi; indlu enkulu yobukhosi; 
panel	isigungu songcweti; 
paper	iphepha; 
papers	amaphepha; 
par	ukulingana; 
paragraph	indima; 
paragraphs	izindima; 
parameters	amapheramitha; 
parent	umzali; 
parental	nobuzali; 
parenting	ukuba ngumzali; 
parents	abazali; 
park	ipaki; 
parking	ukupaka; 
parks	amapaki; 
parliament	iphalamende; 
parliament's	okwephalamende; 
parliamentarians	amalungu ephalemende; 
parliamentary	okuphathelene nephalamende; 
parliaments	amaphalamende; 
parole	isithembiso sokungabaleki; 
part	ingxenye; 
part-time	okwetoho; 
partial	 obandlululayo;  ovunayo; okhethayo; 
partially	 ngokunye; kancane; 
participants	ababambiqhaza; 
participate	bamba iqhaza; 
participated	bamba iqhaza; 
participates	bamba iqhaza; 
participating	ukubamba iqhaza; 
participation	ukubanjwa kweqhaza; 
participatory	okuhlanganyelayo; 
particular	 umniningo; inhlamvu; okukhethiweyo; 
particularly	kakhulu; 
particulars	imininingwane; 
parties	amaqembu; 
partly	 nganhlanye; ngokunye; 
partner	othandana naye; 
partnered	othandana naye; 
partners	othandana nabo; 
partnership	ukusebenzisana; 
partnerships	ukusebenzisana; 
parts	izingxenye; 
party	iqembu; 
pass	ukuphumelela;  ukuphasa;  umazisi; 
passed	ukuphumelela;  ukuphasa;  umazisi; 
passenger	umgibeli; 
passengers	abagibeli; 
passes	 omazisi; ukuphumelela;  ukuphasa; 
passing	 ukunyamalala; ukwedlula; 
passport	iphasiphothi; 
path	indlela; 
patient	isiguli; 
patients	iziguli; 
patriotism	ukuthanda nokushisekela izwe lakubo; 
pattern	iphethini; 
patterns	amaphethini; 
paved	gandaya ngamatshe; 
pavilion	indawo yezibukeli emidlalweni; itende elikhu; 
pay	khokha; 
payable	okunokukhokhwa; okukhokhwayo; 
paying	ukukhokha; 
payment	inkokhelo; 
payments	inkokhelo; 
pays	khokha; 
pdf	i-pdf; 
peace	ukuthula; 
peaceful	 okucwebile;  okuthulile; okuthule;  okuxolile; 
peak	isicongo; 
peer	untanga; 
penalties	amaphenathi; 
pending	okusalindile;  okusalindelwe; 
pension	umhlalaphansi;  impesheni; 
pensions	umhlalaphansi;  izimpesheni; 
people	abantu; 
people's	okwabantu; 
peoples	abantu; 
per	nga-; 
perceived	 zwa; bona;  qonda; 
percent	okukodwa ekhulwini; 
percentage	okwekhulu; 
percentages	okwekhulu; 
perception	 ukuzwa; ukubona;  ukuqonda; 
perceptions	 ukuzwa; ukubona;  ukuqonda; 
perform	ukunandisa; 
performance	ukusebenza;  ukunandisa; 
performances	ukusebenza;  ukunandisa; 
performed	ukunandisa; 
performer	onandisayo; 
performers	abanandisayo; 
performing	ukunandisa; 
performs	ukunandisa; 
perhaps	 mhlawumbe; kumbe;  khathisimbe; ngakumbe; 
period	isikhathi; 
periods	izikhathi; 
perjury	icala lokwaphula isifungo sokukhuluma iqiniso; 
permanently	 izikhathi zonke;  ngokuhlala njalo; njalonjalo; 
permission	imvume; 
permit	vumela;  vulela; 
permits	vumela;  vulela; 
permitted	vumela;  vulela; 
perpetuate	enza kume njalo; 
person	umuntu okukhulunywa ngaye;  umuntu okukhulunywa naye;  umuntu okhulumayo; 
person's	okomuntu; 
personal	 okomzimba; okomuntu uqobo lwakhe; 
personally	 bona njll.;  yena; mina; 
personnel	iqembu labantu emsebenzini othile; 
persons	 abantu okukhulunywa nabo; abantu abakhulumayo;  abantu okukhulunywa ngabo; 
perspective	ukubona izinto ngokuma kwazo mayelana nezinye; 
perspectives	ukubona izinto ngokuma kwazo mayelana nezinye; 
pertaining	maqondana na-; 
petition	incwadi yesicelo; 
petitions	izincwadi zesicelo; 
petrol	uphethiloli; 
petroleum	uphethroli ongakahlanjululwa; 
pharmaceutical	okuphathelene nokuthakwa kwemithi; 
pharmacy	ikhemisi; 
phase	qhuba ngokwezigaba; 
phased	qhuba ngokwezigaba; 
phases	qhuba ngokwezigaba; 
phenomenon	isenzeko; 
philosophy	ifilosofi; 
phone	ifoni; 
photo	isithombe; ifotho; 
photograph	isithombe; 
photographers	abathwebulizithombe; 
photographic	okuphathelene nomsebenzi wokuthatha izithombe; 
photographs	izithombe; 
photos	izithombe; 
physical	 okomzimba; ngokomzimba; 
physically	ngokomzimba;  ngokwesidumbu; 
piano	upiyano; 
picture	isithombe; 
pictures	izithombe; 
piece	ucezu; 
pieces	 izijuqu; iziqephu;  izihlephu; 
pillars	izinsika; 
pilot	umshayeli wendiza; 
pioneers	abacabi; 
piracy	ukweba; 
pivotal	okuphathelene nesihloko sokuzungelezisa; 
place	faka;  gaxa; hlalisa;  misa;  beka; 
placed	faka;  gaxa; hlalisa;  misa;  beka; 
placement	 ukuhlalisa; ukufaka;  ukumisa;  ukugaxa;  ukubeka; 
places	faka;  gaxa; hlalisa;  misa;  beka; 
placing	 ukuhlalisa; ukufaka;  ukumisa;  ukugaxa;  ukubeka; 
plains	amathafa; 
plaintiff	ummangali; 
plaintiff's	okommangali; 
plan	ipulani;  -hlela;  uhlelo; 
planet	umhlaba; 
planned	uhlelomdwebo; ipulani;  hlela;  uhlelo; 
planning	ukuhlela; 
plans	 izinhlelo; izinhlelomdwebo; amapulani; 
plant	 isitshalo;  -tshala; imboni; 
plants	 izimboni; izitshalo;  tshala; 
plastic	ucwazi; 
plate	ucwecwe; 
platforms	amaplathfomu; 
platinum	iplathinamu; 
play	umdlalo; 
played	umdlalo; 
player	umdlali; 
players	abadlali; 
playhouse	ithiyetha;  indlu yemidlalo; 
playhouses	izindlu zemidlalo; amathiyetha; 
playing	ukudlala; 
plays	imidlalo; 
plea	izwi lokuziphendulela; 
pleading	 ukuziphendulela; ukukhulumela; 
pleadings	 ukuziphendulela; ukukhulumela; 
please	bona;  thanda; 
pleased	bona;  thanda; 
pleasure	injabulo; 
pledge	bambisa nga-;  thembisa; 
pledged	bambisa nga-;  thembisa; 
plenary	okuphelele; 
plight	ubucayi;  isimo; 
plus	isihlanganisi; 
pm	ntambama; 
poem	inkondlo; 
poet	imbongi; 
poetry	ubunkondlo; 
poets	izimbongi; 
point	 ichashazi; -khomba; 
pointed	 ichashazi; khomba; 
points	 amachashazi; khomba; 
police	amaphoyisa; 
policies	izinqubomgomo; amapholisi omshwalense; 
policing	amaphoyisa; 
policy	inqubomgomo; 
political	okwepolotiki; 
pollution	ukudunga; 
pool	isiziba; 
poor	-hlwempu; 
poorer	ohlwempu;  ubuhlwempu; 
poorest	ohlwempu;  ubuhlwempu; 
poorly	okungemnandi emzimbeni; 
population	isibalo sabantu; 
pornography	okuqukethe izinto eziphathelene nezocansi; 
port	isikhumulo semikhumbi; 
portal	intuba yolwazi; 
portfolio	isikhundla; 
portion	 ingxenye; isilinganiso; 
portrayed	 chasisa;  fanekisa; bonisa; 
ports	izikhumulo zemikhumbi; 
pose	 ukumiswa komzimba; buza;  misa umzimba; 
posed	buza;  misa umzimba; 
position	 indawo; ukuma; 
positions	izindawo;  ukuma; 
positive	ngaphezu kweqanda; 
positively	ngempela; ngokuqinisile; 
possess	 zuza; -ba na- ;  fuya; 
possession	ukugcina ibhola; 
possibilities	okunokwenzeka; 
possibility	nokwenzeka; 
possible	 okunokwenzeka; okwenzekayo; 
possibly	 ingabe;  mhlawumbe; kumbe;  khathisimbe; 
post	iposi; 
post-apartheid	emva kobandlululo; 
postal	okweposi; okuphathelene neposi; 
postgraduate	osezuzwe iziqu zemfundo ephakeme; 
postponed	lazisa;  hlehlisa; 
postponement	ukuhlehliswa;  ukulaziswa; 
posts	amaposi; posa; 
pot	ibhodwe; 
potential	okungenzeka; 
potentially	ngokungabanamandla; 
poverty	ukuhlupheka; 
power	amandla;  amandla okubusa;  igunya; 
powerful	-namandla; 
powers	 amagunya; amandla;  amandla okubusa; abaphindaphindi; 
practicable	okunokwenzeka; 
practical	 okusebenzekayo; okwenzekayo; 
practice	 inqubo; ukwenza ngokuphindaphinda; 
practices	 inqubo; ukwenza ngokuphindaphinda; 
practise	 -enza ngokuphindaphinda; ukuzejwayeza; 
practitioner	isisebenzi esiqeqeshiwe; 
practitioners	izisebenzi eziqeqeshiwe; 
praise	 ncoma;  indumiso;  ukutusa;  babaza; ukubonga;  tusa;  isithakazelo;  dumisa;  bonga; 
prayer	imithandazo; 
pre-colonial	ngaphambi kokwakha kwabavela kwamanye amazwe; 
pre-trial	ngaphambi kokuthethwa kwecala; 
preamble	isendlalelo; 
preceded	 enzeka kuqala; andulela; 
preceding	ukwandulela; 
precinct	indawo ezungelezayo; 
precincts	izindawo ezizungelezayo; 
precious	okuligugu; 
precisely	ncamashi; 
preference	ukukhetha;  ukuthanda; 
preferential	okokukhetha; 
preferred	 ncoma;  thanda; khetha;  qoma; 
pregnancy	ukukhulelwa; 
prejudice	ubandlululo; 
preliminary	okwangaphambili; okokwandulelisa; 
premier	undunankulu; 
premised	beka ngokuchasisela; 
premises	beka ngokuchasisela; 
preparation	amalungiselelo;  uzifozonke; 
preparations	amalungiselelo;  uzifozonke; 
preparatory	okokulungisela; 
prepare	-lungisa; 
prepared	 lungiselela;  lungisela; hlela; 
preparing	ukulungisa; 
prescribe	 misa;  nquma;  layeza; beka; 
prescribed	 misa;  nquma;  layeza; beka; 
prescribing	ukubeka;  ukulayeza;  ukumisa;  ukunquma; 
prescription	isiyalo sokudliwa kwemithi; 
prescripts	izimiso; 
presence	ukubakhona; 
present	 veza;  khangeza;  bika;  bonakalisa; nika;  pha; 
presentation	ukwethula; 
presentations	ukwethula; 
presented	 veza;  khangeza;  bika;  bonakalisa; nika;  pha; 
presenting	 ukupha; ukuveza;  ukubonakalisa;  ukukhangeza;  ukubika; 
presently	 emuva kwesikhashana; masinyane;  kudebuduze; 
presents	 veza;  khangeza;  bika;  bonakalisa; nika;  pha; 
preservation	 ukulondolozwa; ukulondoloza;  ubulondolozi; 
preserve	-vimbela ukubola; 
preserved	vimbela ukubola; 
preserving	ukuvimbela ukubola; 
preside	engamela; 
presidency	iHhovisi Likamongameli; 
president	umengameli; 
president's	okukamongameli; 
presidential	okwehhovisi likamongameli; 
presidents	omengameli; 
presiding	ukwengamela; 
press	 -cindezela; cindezela; 
pressing	okucindezelayo; 
pressure	ingcindezi; 
pressures	ingcindezi; 
prestigious	okunesithunzi; 
presumed	ngabaza; -zicabangela; 
pretty	okuhle;  okubukekayo; 
prevail	 dlula; vama;  enzisa;  phakama;  ahlula; 
prevailing	okuvamile;  okuphakeme;  umoya okhona; 
prevalence	ubhubhane; 
prevent	vikela;  -vimbela; 
prevented	 vikela; vimbela; 
preventing	ukuvikela;  ukuvimbela; 
prevention	ukuvimbela; 
previous	okwedlule; 
previously	 ngaphambili; kuqala; 
price	intengo; 
prices	intengo; 
pricing	intengo; 
pride	ukuziqhenya;  ukuzazisa; 
priest	umpristi; 
prima	prima facie = ngendlela okubukeka ngayo manje; 
primarily	kuqala; 
primary	 okusemqoka; okukhulu;  okuqalisayo; 
prime	 okusemqoka;  ukuphelela; okukhulu;  okuqalisayo; 
principal	 unozala; uthishanhloko; 
principals	othishanhloko; onozala; 
principle	umgomo; 
principles	imigomo; 
print	 phrinta; cindezela; 
printed	 phrinta; isichibi sephrinti; cindezela; 
printing	isichibi sephrinti;  ukuphrinta; ukucindezela; 
prior	 okwakuqala; okwaphambili;  okwandulele; ngaphambili; 
