APRIL	Lambamai; 
orders	 laya;  ṋea ndaela; oda;  hoda; 
ordinance	mulayo; 
ordinarily	nga misi; 
ordinary	 zwa nga misi;  zwawo;  ḓoweleaho;  zwaḽo ; zwawe;  zwatsho; 
organ	 muraḓo;  tshiraḓo; ogeni; 
organisation	ndangulo;  dzangano; 
organisational	 tshiimiswa; ndangulo;  dzangano; 
organisations	ndangulo;  madzangano;  zwiimiswa; 
organised	 dzudzanywa;  nakiswa;  lugiselwa; langulwa; 
organisers	 vhadzudzanyi; vhalanguli; 
organising	 nakisa; langula;  dzudzanya; 
organization	 tshiimiswa;  nakisa; ndangulo;  lugisela;  dzangano;  dzudzanya; 
organizations	ndangulo;  madzangano;  zwiimiswa; 
organized	 dzudzanywa;  nakiswa;  lugiselwa; langulwa; 
organizers	 vhadzudzanyi; vhalanguli; 
organs	zwiraḓo zwa u amba; 
orientation	 sia;  pfumbudza;  khwaṱhisedza; engele;  ḓivhadza;  vhuvha; fhethu;  nḓowelo; 
origin	vhubvo;  tsiko;  mathomo; 
original	rangaho; 
originally	mathomoni; 
origins	vhubvo;  tsiko;  mathomo; 
other	 vhuṅwe; maṅwe;  muṅwe;  dziṅwe;  zwiṅwe;  tshiṅwe; 
others	vhaṅwe; 
otherwise	 nga iṅwe nḓila; nga muṅwe mukhwa; 
ought	fanela;  nga kona;  kona; 
our	yashu;  zwashu; 
ours	yashu;  zwashu; 
ourselves	riṋe vhaṋe;  riṋe vhukuma; 
out	 nga nnḓa;  sa vha haya; nnḓa; 
outcome	 mawanwa; mvelelo;  masiandaitwa; 
outcomes	 mawanwa; mvelelo;  masiandaitwa; 
outdoor	 -nnḓa; nnḓa; 
outgoing	ane a khou bva; 
outline	-tandula; 
outlined	tandula; puḽane; 
outlines	tandula; puḽane; 
outlook	 kuvhonele;  kuhumbulele; vhuimo;  muhumbulo;  kupfesesele; 
output	zwibveledzwa; 
outputs	zwibveledzwa; 
outreach	swikela;  fhirisa;  nḓisedzo ya tshumelo tshitshavhani; 
outside	vhunnḓa;  nnḓa; 
outsourced	itelwa mushumo nga vhaṅwe; 
outstanding	 zwo salelaho; zwihulwanesa;  zwa maṱhakheni;  zwa nṱhesa; 
outward	 nga nnḓa; thungo ya nnḓa; 
oval	-ngaho gumba; 
over	 nṱha nga ṱaḓulu;  zwo fhira; nṱha ha; 
overall	ovarolo; 
overarching	zwihulwanesa; zwo angalalaho; 
overcome	 balela;  fhenya; kunda; 
overcrowding	u ḓalesa; 
overseas	seli ha lwanzhe; 
oversee	 tandula;  ingamela; lavhelesa; 
overseeing	 tandula;  ingamela; lavhelesa; 
oversight	thidza; 
overview	 manweledzo;  samari; mavhalanngwe; mbonalo; 
overwhelming	 sa takalela;  kundwa;  ṱukufhadza; kunda; 
owed	 vha na mulandu; koloda; 
owing	 vha na mulandu; koloda; 
own	tshithu tsho fuiwaho;  vha muṋe wa tshithu;  vha na; 
owned	langiwa; 
owner	ṋemuḓi;  muṋe; 
owners	vhaṋe; 
ownership	vhuṋe; 
pace	luvhilo; 
package	paka;  putela; zwiputelwana;  thundu yo putelwaho; 
packages	paka;  putela; zwiputelwana;  thundu yo putelwaho; 
page	siaṱari; 
pages	masiaṱari; 
paid	badela;  malamba; 
pain	vhuṱungu; 
painful	 pfisaho vhuṱungu; ṱungufhadza; 
painting	u pennda; 
paintings	muolokone; pennda; zwipenndwa; 
palace	pfamo;  nnḓu ya vhuhosi; 
paper	phepha; 
papers	maphepha; mabammbiri; 
paragraph	ndima; 
paragraphs	ndima; 
parameters	mikano;  masakha; 
parent	mubebi; 
parental	-tsha mubebi; 
parenting	mubebi; 
parents	vhabebi; 
park	 -paka; phakha;  phakhani; 
parking	paka;  phakha;  phakhani; 
parks	paka;  phakha;  phakhani; 
parliament	phalamennde; 
parliament's	 zwa phalamennde; zwa phaḽamennde; 
parliamentarians	 miraḓo ya phalamennde; miraḓo ya phaḽamennde; 
parliamentary	 Zwa phalamennde; Zwa phaḽamennde; 
parliaments	phalamennde; 
parole	parula; 
part	tshipiḓa;  thinwaipfi; 
part-time	tshifhinganyana; 
partial	tshipiḓa;  songo fhelelaho; 
partially	tshipiḓa;  songo fhelelaho; 
participant	vhadzheneli; 
participants	muitanae; vhadzheneli; 
participate	ḓidzhenisa;  shela mulenzhe; 
participated	ḓidzhenisa;  shela mulenzhe; 
participates	ḓidzhenisa;  shela mulenzhe; 
participating	ḓidzhenisa;  shela mulenzhe; 
participation	ḓidzhenisa;  shela mulenzhe; 
participatory	vhushelamulenzhe; 
particular	khetha huhulu; 
particularly	nga u khetha huhulu; 
particulars	zwidodombedzwa; 
parties	mahoro; 
partly	tshipiḓa;  songo fhelelaho; 
partner	mushumisani;  mufunwa; 
partnered	mufarakani; mushumisani;  mufunwa; 
partners	mufarakani;  mufunwa; vhashumisani; 
partnership	vhufarakani; 
partnerships	binduṱhanganelwa; vhufarakani; 
parts	fhambana;  zwipiḓa;  thinwaipfi; 
party	ḽihoro; 
pass	 u rahela; phasa;  basa; 
passed	 rahela; muṋekedzo; phasa;  basa; 
passenger	vhanameli; 
passengers	vhanameli; muṋamedzwa; 
passes	 rahela; muṋekedzo; phasa;  basa; 
passing	 fhirisa; thendelo;  ngalangala;  fhira;  ṋekedza;  phasa; 
passport	phasipoto; 
past	u bva kha; 
path	nḓila; 
patient	mulwadze; 
patients	mulwadze; 
patriotism	lufuno lwa shango ḽa hawe; 
pattern	phetheni; 
patterns	phetheni; 
paved	lugisela;  semendelwa; pheiviwa; 
pavilion	 dennde khulu; vhugalatenga; phaviḽioni; 
pay	badela;  malamba; 
payable	badelwaho;  ndifho; holelwaho; 
paying	badela;  malamba; 
payment	mbadelo; 
payments	mbadelo; 
pays	badela;  malamba; 
peace	mulalo; 
peaceful	nga mulalo; 
peak	maṱhakheni;  tshiuludzani; muṱumbani wa thavha;  ṱhodzi;  ṱhodzi ya thavha; 
peer	thanga; 
penalties	ndaṱiso; 
penalty	ndaṱiso; 
pending	lindelaho; sa thu fhelaho; 
pensions	phensheni; 
people	vhathu;  dzitshaka; 
people's	zwa dzitshaka;  zwa vhathu; 
peoples	vhathu;  dzitshaka; 
per	nga; 
perceived	 limuha;  sedzesa; pfa; 
percent	phesenthe; 
percentage	phesenthedzhi; 
percentages	phesenthedzhi; 
perception	 kuvhonele; muhumbulo;  kupfesesele;  nḓivho; 
perceptions	 kuvhonele; muhumbulo;  kupfesesele;  nḓivho; 
performances	tamba; 
performed	tamba; 
performer	vhutambi; 
performers	vhutambi; 
performing	tamba; 
performs	tamba; 
perhaps	 ṱhaṅwe; khaṅwe; khamusi;  ṱhamusi; 
period	tshifhinga; 
periodical	dzhenala;  -misi yatsho; 
periods	 u ya maḓuvhani;  u vhona ṅwedzi; zwifhinga; 
perjury	mulandu wa u aneya u zwifha; nganelamafhanza; 
permanent	tshoṱhe; 
permission	thendelo; 
permit	thendelo;  -tendela; 
permits	thendelo;  tendela; 
permitted	thendelo;  tendela; 
perpetuate	bvisela tshithu phanḓa; 
person	muthu;  muthu wa vhuraru;  muambi; 
person's	zwa muthu; 
personal	 tshi re tsha muthu; muthu; 
personally	muthu ene muṋe; 
personnel	vhashumi; 
persons	vhathu;  muthu wa vhuraru;  vhaambi; muambanae; 
perspective	vhuvhambedzanyi; 
perspectives	vhuvhambedzanyi; 
pertaining	kwama;  tshimbilelana; 
petition	phethisheni;  ḽiṅwalo ḽa u gwalaba; 
petitions	phethisheni;  maṅwalo a u gwalaba; 
petrol	piṱirolo; 
pharmaceutical	 mishonga; dzilafho; 
pharmacist	murengisi wa mishonga; 
pharmacy	 vhurengisamishonga; khemisi; 
phase	ndima ya vhutshilo; 
phased	ndima ya vhutshilo; 
phases	ndima ya vhutshilo; 
phenomenon	tshibveleli; 
phone	 founu; luṱingo; 
photo	tshifanyiso;  tshinepe; 
photograph	tshinepe;  mudzhii wa zwinepe; 
photographer	mufodi wa khamera; 
photographers	vho rakhamera; 
photographic	tshinepe tsho itwaho;  tshifanyiso tsho itwaho; 
photographs	zwinepe; vhadzhiyazwinepe; 
photos	zwinepe;  zwifanyiso; 
physical	 zwa muvhili; muvhili;  -muvhili; 
physically	 mbumbo; muvhili; 
picture	tshifanyiso; 
pictures	zwifanyiso; 
piece	tshipiḓa; 
pieces	zwipiḓa; 
pillar	phuphu; 
pillars	phuphu; 
pilot	mutshimbidzabufho;  mutshimbidzafulaimatshini; 
pioneers	 mazhakanḓila;  vhasiki;  vhatumbuli; vhaphuḽanḓila; vhabveledzi; 
piracy	vhuvhava; 
pivotal	ndeme; 
place	fhethu; 
placed	vhewa; 
placement	 thola; vhea; 
places	fhethu; 
placing	fhethu; 
plain	-pfalaho; 
plains	pfalaho; bale; 
plaintiff	 muvhilaeli; muhweleli; mumangali; 
plaintiff's	 muvhilaeli; muhweleli; mumangali; 
plan	nzudzanyo; 
planned	puḽane; nzudzanyo; 
planning	 mudzudzanyo; vhupulani; 
plans	puḽane; nzudzanyo; 
plant	 -sima;  -ṱavha; tshimela; 
plants	 ṱavha;  sima; zwimela; 
plastic	 luṋonzhe; -luṋonzhe; 
plate	baphathi; 
platform	puḽatifomo;  tshiṱanḓavhathu; tshiteidzhi; 
platforms	 zwiṱanḓavhathu; puḽatifomo; zwiteidzhi; 
platinum	pulatinamu; 
play	 ḽitambwa; mutambo; 
played	 ḽitambwa; mutambo; 
player	mutambi; 
players	vhatambi; 
playhouse	tshitudio;  nnḓu ya mitambo; 
playhouses	 tshitudio; nnḓu dza mitambo; 
playing	 ḽitambwa; mutambo; 
plays	 matambwa; mutambo; 
plea	 ḓifhindulela; khumbelo;  ipfi ḽa u ḓiambela; 
pleading	ḓifhindulela;  ḓiambela; 
pleadings	ḓifhindulela;  ḓiambela; 
please	takadza; 
pleased	takadzwa; 
pleasure	dakalo; 
pledge	 fulufhedzisa;  ana;  khwaṱhisedzo; khwaṱhisedza;  fhulufhedzisa;  muano; 
pledged	 fulufhedzisa;  ana;  khwaṱhisedzo; khwaṱhisedza;  fhulufhedzisa; 
plenary	fhelelaho;  muṱangano; 
plight	thaidzo;  vhuleme; fashea;  hanganea; 
plus	 tshiga tsha u ṱanganya; na; 
poaching	vhutswaphukha; 
poem	tshirendo; 
poet	murendi; 
poetry	vhurendi; 
poets	vharendi; 
point	 ṱhodzi;  tshithoma; sumba; 
pointed	khiso;  ṱhodzi;  tshithoma; sumba; 
points	khiso;  ṱhodzi;  tshithoma; sumba; 
police	 mapholisani; pholisa; 
policies	dzanganelo;  phoḽisi ya zwa ndindakhombo; mbekanyamaitele;  konṱiraka; 
policing	pholisa; 
policy	 phoḽisi ya zwa ndindakhombo; mbekanyamaitele;  konṱiraka; 
politics	poḽotiki; 
pollution	mutshikafhadzo; 
pool	tivha; 
poor	vhushai; 
poorer	vhushai; 
poorest	vhushai; 
poorly	lwala;  phoswo;  vhaisala; 
popular	-takalelwaho;  ḓivheaho; 
population	vhathu;  vhadzulapo; 
pornography	phonogirafi; 
port	vhuimangalavha; photho;  hune tshikepe tsha kona u swika; 
portfolio	muhasho; 
portion	mukovhe;  tshipiḓa; 
portray	-fanyisa; 
portrayed	fanyisa; 
ports	vhuimangalavha;  hune tshikepe tsha kona u swika; 
posed	phouza; 
position	vhuimo;  tshiimo; 
positions	vhuimo; 
positive	phosethivi; 
positively	 nga ngoho; vhukuma; 
possess	fuwa;  vha na; 
possession	ndaka;  u vha na bola; 
possibilities	khonadzeo; 
possibility	khonadzeo; 
possible	itea;  konadzea;  konea; 
possibly	 ṱhaṅwe; khaṅwe; khamusi;  ṱhamusi;  ngavha; 
post	 poswo; mushumo;  -rumela; 
post-apartheid	ho no fhira tshiṱalula; 
postal	zwa poswo; 
postgraduate	 tshitshudeni; bvelelaho;  muṱweladigirii;  muḓigudisi; digirii ya vhuvhili; mutshudeni; 
postponed	imiswa;  fhiriswa;  lengiswa; 
postponement	 imisa;  lengisa; fhirisa; 
posts	 poswo; mishumo;  rumela; 
pot	 khali; bodo; 
potential	khonadzeo;  tshi nga iteaho; 
potentially	konadzea;  nga bvelelaho; 
poverty	vhushai; 
power	 maanḓa;  phawa; ḓiandisa; 
powerful	tshi re na maanḓa; 
powers	 maanḓa;  phawa; ḓiandisa; 
practicable	konea;  tshi nga itwaho; 
practical	no itwa; hu nga shumwa ngayo; 
practice	mushumo;  nḓowenḓowe;  nḓowelo; 
practices	mishumo;  nḓowenḓowe;  nḓowelo; 
practise	 ita nḓowenḓowe; -ita nḓowenḓowe; 
practitioner	mutsila; 
practitioners	vhatsila; 
praise	 khoḓa;  thendo;  renda;  nduvho;  tshikhoḓo; luvha; 
prayer	thabelo; 
pre-colonial	phanḓa ha zwa vhukoḽoni; 
pre-trial	fhira;  kunda; 
preamble	 tswikiso; marangaphanḓa; 
precede	-rangela; 
preceded	rangela; 
preceding	rangela; 
precinct	 vhupo;  mukano; khethekanyo; 
precincts	 vhupo;  mukano; khethekanyo; 
precious	 tshavhuḓi; tshi ḓuraho; 
precisely	nga vhuronwane; 
preference	tama;  funa; 
preferential	tameaho;  funeaho; khetheaho; 
preferred	tama;  funa; 
pregnancy	vhuimana; 
pregnant	u vhifha muvhilini;  -vhifha muvhilini; 
prejudice	khethululo; 
preliminary	-ndugiselo; 
premier	mulangavundu; 
premised	ḓivhadza khanedzano;  muteo wa khanedzano; 
premises	masimu;  dzinnḓu; 
preparation	 nzudzanyo;  ndugiselo; mbekanyo; 
preparations	 nzudzanyo;  ndugiselo; mbekanyo; 
preparatory	-ndugiselo; 
prepare	lugisa; 
prepared	 vhekanya; dzudzanya;  lugisela;  lugisa; shungusedza; 
preparing	lugisa; 
prescribe	 vhea mulayo;  randela; laela;  vhudza mushonga; 
prescribed	-randelwaho; 
prescribing	 vhea mulayo;  randela; laela;  vhudza mushonga; 
prescription	mushonga une dokotela a ri u fanela u shumiswa; 
prescripts	milayo; 
presence	zwino; 
present	 tshifhiwa;  mpho;  ṋea;  fha;  nduvho;  ṋamusi; hone; 
presentation	mukumedzo; 
presentations	mukumedzo; 
presented	fhiwa;  ṋewa; 
presenting	fha;  ṋetshedza; 
presently	zwino;  zwenezwo; 
presents	fha;  dzimpho;  zwifhiwa;  ṋea;  nduvho; 
preservation	ndondolo; 
preserved	tshithivhelatsino; 
preserving	tshithivhelatsino; 
preside	 dzula phanḓa; tshimbidza; 
presidency	 zwa mutshimbidzi; zwa ṱhoho;  zwa muphuresidennde;  zwa mulangashango; 
president	phuresidennde; 
president's	pwanyeledza;  gada;  tsikeledza;  ṱereka; gadeledza;  aina;  phuresa; 
presidential	 zwa mutshimbidzi; zwa ṱhoho;  zwa muphuresidennde;  zwa mulangashango; 
presidents	phuresidennde; 
presiding	takalelwa;  tamiwa; 
press	puṱedza;  -pwanyeledza; 
pressing	fhulufhedzwa; lingedzwa;  fulufhelwa; 
pressure	mutsiko; 
pressures	mutsiko; 
prestigious	tsha ndeme; 
presumed	ndingothangeli;  tsengothangeli; 
pretty	fhira;  kunda; 
prevail	 mathomoni; fhiraho; 
prevailing	fhira;  kunda; 
prevalence	tshivhalo tsha vho kavhiwaho; 
prevent	 u thivhela; -thivhela; 
prevented	thivhela; 
preventing	thivhela; 
prevention	muthivhelo; 
previous	zwa murahu; 
previously	 mathomoni; fhiraho; 
price	mutengo; 
prices	mitengo; 
pricing	mutengo; 
pride	u ḓikukumusa; 
priest	mufunzi;  tshifhe; 
prima	wa mathomo kha vhoṱhe;  wa khwine kha vhoṱhe; 
primarily	 nga maanḓa; tsha phanḓa;  tsha u thoma; 
primary	 zwa mutheo; phuraimari; 
prime	 i ṱavhanyaho; ya u thoma; 
principal	pfuma;  ṱhoho ya tshikolo; 
principals	pfuma;  ṱhoho ya tshikolo; 
principle	mulayo;  maitele; 
principles	maitele;  milayo; 
print	-ṅwala;  -gandisa;  silagandiswa; 
printed	ṅwala;  silagandiswa; ganḓisa;  muganḓiso; 
printing	ṅwala;  silagandiswa; ganḓisa;  muganḓiso; 
prior	u thomani;  phanḓa;  nga phanḓa; 
priorities	zwa ndemesa; 
prioritise	thoma ngazwo;  rangisa phanḓa; 
prioritised	thomiwa ngazwo; rangiswa phanḓa; 
priority	tsha ndemesa; 
prison	 ṱironngo;  khothoni; dzhele; 
prisoner	mufariwa;  tshivhotshwa; 
prisoners	 vhafariwa;  zwibandidi; zwivhotshwa; 
prisons	 ṱironngo;  khothoni; dzhele; 
privacy	tshiphiri;  tshidzumbe; 
private	 i re yoṱhe; tshiphiri;  phuraivethe; 
privilege	vhuṱalu; 
privileged	ṱaluswa; 
prize	pfufho; 
prizes	pfufho; 
pro	 makone; zwa;  muḓivhi; phurofeshinaḽa; 
proactive	vhurangeli;  ḓalaho mafulufulu; 
probably	khamusi; 
probation	lingisa; ndingo; 
probe	 linga;  ṱola zwavhuḓi; 
problem	thaidzo; 
problems	thaidzo; 
procedural	 mukhwa wa kutshimbidzele; kuitele; 
procedure	maitele;  kuitele; 
procedures	maitele;  kuitele; 
proceed	 isa phanḓa;  ya phanḓa; bvela phanḓa; 
proceeding	dzudzanywaho;  zwiitei; 
proceedings	matshimbidzele; 
proceeds	 isa phanḓa;  ya phanḓa; bvela phanḓa; 
process	maitele;  nḓila ya u ita zwithu;  nḓila;  -bveledza;  kuitele; 
processed	maitele;  bveledza;  nḓila ya u ita zwithu;  nḓila;  kuitele; 
processes	maitele;  bveledza;  nḓila ya u ita zwithu;  nḓila;  kuitele; 
processing	maitele;  bveledza;  nḓila ya u ita zwithu;  nḓila;  kuitele; 
procession	 u tevhelelana; salana murahu; muduba; 
proclamation	mulevho; 
procurement	 renga;  wana;  wanela muṅwe; 
produce	bveledza;  -bveledza;  tshibveledzwa; 
produced	bveledza;  tshibveledzwa; 
producer	mubveledzi; 
producers	mubveledzi; 
produces	bveledza;  tshibveledzwa; 
producing	bveledza;  tshibveledzwa; 
product	tshibveledzwa; 
production	vhubveledzi; 
productions	vhubveledzi; 
productive	tshi no bveledza; 
productivity	vhubveledzi; 
products	nyandiselo; tshibveledzwa; 
profession	 mushumogudwa; phurofesheni;  bula;  ḓiambulula; 
professionals	mishumogudwa;  phurofeshinaḽa; 
professions	 mushumogudwa; phurofesheni;  bula;  ḓiambulula; 
professor	mufunzi wa tshikolo tshihulu; 
profit	mbuelo;  bindu; 
profits	mbuelo;  bindu; 
profound	 tshihulu tsho thomaho fhasi; ndeme; 
program	phurogireme; 
programme	mbekanyamushumo; 
programmed	mbekanyamushumo; 
programmes	mbekanyamushumo; 
programming	u phrogirema; 
programs	phurogireme; 
progress	mvelaphanḓa;  -bvela phanḓa; 
progression	mvelaphanḓa; 
progressive	bvelela; 
prohibit	iledzwa; 
prohibited	iledzwa; 
prohibition	 nyiledzo; thivhela; 
project	-posela; 
projected	thandelo; posela; 
projection	phosela; 
projections	phurodzhekisheni; phosela; 
projects	 posela; thandela; 
prominent	tshi fhiraho zwiṅwe; 
promise	 fhulufhedziso; fulufhedzisa;  fulufhedziso;  fhulufhedzisa; 
promised	 fulufhedziswa; fhulufhedziswa; 
promises	 fhulufhedziso; fulufhedzisa;  fhulufhedzisa; 
promote	bveledza; 
promoted	takuselwa nṱha; 
promotes	ṱuṱuwedza; 
promoting	bveledza; 
promotion	mufhiriso; 
promptly	nga u ṱavhanyedza; 
promulgated	 vhea mulevho;  ḓivhadzwa; khwaṱhisedzwa; 
promulgation	mulevho; khwaṱhisedzo; nḓivhadzo; 
proof	 tsumbo;  u bvisa phoso ya u ṅwala; vhuṱanzi; 
proper	linganaho vhukuma; 
properly	nga pfanelo yayo; 
properties	ndaka;  vhunzani;  zwiṱalusi; 
property	ndaka;  vhunzani; 
proportion	ndivhanele;  tshipiḓa; 
proposal	ḽikumedzwa;  u dzinginya; 
proposals	makumedzwa;  dzinginya; 
propose	-kumedza; 
proposed	kumedza; 
proposes	kumedza; 
prosecute	tshutshisa; 
prosecuted	tshutshiswa; 
prosecuting	tshutshisa; 
prosecution	vhutshutshisi; 
prosecutions	vhutshutshisi; 
prosecutor	muvheamulandu; 
prosecutors	vhatshutshisi; 
prospect	-ṱoḓa; 
prospecting	ṱoḓa; 
prospective	 hu si kale; konadzea;  tsha ndeme; 
prospects	ṱoḓa; 
prospectus	mutevhe;  tshibugwana; burosha;  phamufuḽethe; 
prosperity	bvelela; 
prosperous	bvelelaho; 
protect	 -tsireledza; u tsireledza; 
protected	tsireledza; 
protecting	tsireledza; 
protection	tsireledzo; 
protective	-tsiredzo; 
protector	mutsireledzi; 
protest	mugwalabo;  -gwalaba; 
protests	 migwalabo; gwalaba; 
protocol	thevhekano ya maga a dzilafho; 
protocols	thevhekano ya maga a dzilafho; 
proud	ḓihudza; 
proudly	 ḓikukumusa; ḓiṱongisa;  ḓihudza; 
prove	sumbedza;  khwaṱhisedza;  ṱanziela; 
proved	sumbedziswa;  khwaṱhisedzwa;  vhungoho ha tshithu;  ṱanzielwa; 
proven	sumbedziswa;  khwaṱhisedzwa;  vhungoho ha tshithu;  ṱanzielwa; 
provide	fha;  ṋea;  u ḓilugisa;  u lugisela; 
provided	 lugiselwa; fhiwa;  ṋewa; 
provident	vhuronwane; dzudzanywaho zwavhuḓi; vhutsila; 
provider	muṋetshedzi; 
providers	vhaṋetshedzi; 
provides	fha;  ṋea;  u ḓilugisa;  u lugisela; 
providing	fha;  ṋetshedza;  ṋea;  lugisela; 
province	vundu; 
province's	vundu; 
provinces	mavundu; 
provincial	zwa vundu; 
provision	 mbuvha; thendelo;  zwiḽiwa;  mbetshelwa; 
provisional	zwenezwo;  tshifhinga tshauri; 
provisions	 mbuvha; thendelo;  zwiḽiwa;  mbetshelwa; 
proviso	mbetshelwa; 
proxy	muimeli; 
prudent	vhutsila;  vhuronwane; 
prudential	vhutsila;  vhuronwane; 
psychological	zwa saikhoḽodzhi; 
public	nnyi na nnyi; 
publication	khanḓiso; 
publications	khanḓiso; 
publicly	 luvhanḓeni khagala; vhathuni; 
publish	anḓadza; 
published	anḓadza; 
publisher	mugandisi; 
publishers	 vhaganḓisi; vhagandisi; 
publishes	anḓadza; 
publishing	anḓadza; 
punishment	ṱhamu; 
purchase	u renga; 
purchased	renga; 
purchases	renga; 
purporting	humbula; 
purpose	ndivho; 
purposes	ndivho; 
pursuant	 tovhola;  tevhelela;  pandamedza;  londa; shuma; 
pursue	 tovhola;  tevhelela;  pandamedza;  londa; shuma; 
pursued	 tovhola;  tevhelela;  pandamedza;  londa; shuma; 
pursuing	 tovhola;  tevhelela;  pandamedza;  londa; shuma; 
pursuit	 ṱoḓa;  pandamedzwa;  tevhelelwa;  tovholwa;  londwa; funa; 
push	-sukumedza; 
put	 gadza;  vhekanya;  ladza;  khakhulula;  longela;  longa;  lugisa; vhea;  tiba; 
puts	 gadza;  vhekanya;  ladza;  khakhulula;  longela;  longa;  lugisa; vhea;  tiba; 
putting	vhea; 
qualification	ndalukanyo;  ndalukano; 
qualifications	ndalukano; 
qualified	-re na ndalukano; 
qualify	 -tea;  -ṱalula; u swikela; 
qualifying	 ṱalula; tea;  swikela; 
qualitative	vhuvha;  vhunzani; 
qualities	vhunzani; 
quality	vhunzani; 
quantitative	 zwi kaleaho; zwi vhaleaho; ḽisalambalo; 
quantity	vhunzhi; 
quarter	kotara; 
quarterly	nga kotara; 
quarters	vhudzulo; 
queen	khosi; 
queries	mbudziso; 
quest	ṱhoḓisiso; 
question	mbudziso; 
questioned	mbudziso; 
questionnaires	mbudzisoṱholi; 
questions	mbudziso; 
quickly	 nga luvhilo;  nga u ṱavhanya; ṱavhanyisa;  zwinozwino; 
quite	nga mukhwa wo ḓalaho; 
quorum	 khoramu; vhunzhi; 
quotation	muredzo; 
quotations	muredzo; 
quote	redza;  khoutha; 
race	 mbambe;  -ita mbambe; lushaka; 
races	 mbambe;  mirafho;  ita mbambe; tshakha;  matsinde; 
racial	-tsinde; 
racism	 khethano nga muvhala; tshiṱalula; 
racist	khethululo nga lushaka; 
raid	 ṱasela; u shandukela; mudodo; 
rail	muthambi; 
railway	tshiporo; 
rain	mvula;  mvula i a na; 
rainbow	 musengavhadzimu; musingavhadzimu; 
rainfall	vhuno;  u na ha mvula; 
raise	-imisa; 
raised	imisa; 
raises	imisa; 
raising	imisa; 
rand	rannda; 
range	tsielano; 
ranges	vhugimo; tsielano;  vhupimakoni; 
ranging	vhugimo; tsielano;  vhupimakoni; 
rank	vhuimo;  tshiimo; 
ranks	dzirennge;  vhuhulu; fhethu; 
rape	binya;  -tshipa;  mutshipo;  u binya;  mubinyo; 
