APRIL	MMESA; 
urgent	ya bohlokwa; 
urgently	ka bohlokwa; 
urges	ho tjheseha; 
us	rona; 
usage	tshebediso; 
use	sebedisa;  tshebediso ya nale;  tshebediso ya sekere; 
used	sebeditse; 
useful	molemo; 
user	mosebedisi; 
users	basebedisi; 
uses	sebedisa;  ditshebediso tsa nale;  tshebediso ya sekere; 
using	sebedisa;  ditshebediso tsa sekere;  tshebediso ya nale; 
usually	ka mehla; 
utilisation	tshebediso; 
utilise	sebedisa; 
utilised	sebedisitse; 
vacancies	dikgeo; 
vacancy	sekgeo; 
vacant	 ha e na letho; feela; 
valid	tshwanelehang;  amohelwang; 
validity	 ho ba molaong; matla-; 
valley	kgohlo; 
valuable	e bohlokwa; 
valuation	bohlokwa; 
value	 molemo; boleng; 
valued	 molemo; boleng; 
values	metheo ya boitshwaro; 
van	vene; 
variation	phapano; 
varied	fapane; 
varies	fapanya; 
variety	mefutafuta; 
various	fapaneng; 
vary	fapanya; 
varying	fapanya;  fapanyang; 
vast	kgolohadi; 
vat	lekgetho; 
vehicle	koloi;  sepalangwang; 
vehicles	 dipalangwang;  dikoloi; dikoloi; makoloi; 
venture	malepa; 
ventures	malepa; 
venue	sebaka; 
venues	dibaka; 
version	 mofuta o mong; mokgwa o mong; 
very	yonayona; 
vessel	 setshelo; sekepe;  mothatswana; 
vested	 thahasellang; thabelang; 
veterans	diqhoku; 
via	ka ho feta; 
viability	ka sebediswa; 
viable	ka sebediswa; 
vibrant	sebediseha; 
vice	 setshwarelli; setlami; 
vice-chairperson	motlatsa-modulasetulo; 
victim	phofu; 
victims	 phofu; diphofu; 
victor	mohlodi; 
video	vidiyo; 
videos	divideo; 
view	pono; 
viewed	pono; 
viewing	pono; 
views	dipono; 
village	motse;  motsana; 
villages	metse;  metsana; 
violation	ho tlola molao; 
violations	ho tlola molao; 
violence	dikgoka;  morusu; 
violent	 ka ntwa; ka kgalefo;  ka disuwa;  ka mosito; 
virtual	sekannete; 
virtually	bonahalang; 
virtue	bohlokwa; 
visa	tokomane ya ho hahlaula; 
visible	e bonahalang; 
vision	pono; 
visionary	tjhebelopele; 
visiting	 tjhakelang; etelang; 
visitor	moeti; 
visitors	baeti; 
visual	-bonwang; 
visually	bonahalang; 
vital	ya bohlokwa; 
vocational	-boiphediso; 
voice	kodu; 
voices	dikodu; 
void	sekgeo;  sebaka se feela; 
volatility	 tubakano; pherekano; 
volume	mothamo;  volumo;  matla a modumo; 
voluntarily	ka boithaopo; 
voluntary	boithaopo; 
volunteer	moithaopi; 
volunteers	baithaopi; 
vote	 -kgetha; kgetho; 
voted	 -kgetha; bouta;  kgethile;  vouto; kgetho; bouto;  vouta; 
voter	 movouti; mokgethi; 
voters	 bavouti; bakgethi; 
votes	 -kgetha; bouta;  divouto; kgetho;  dikgetho; 
voting	ho kgetha; 
vulnerability	ho hloka tshireletso; 
wage	moputso; 
wages	meputso; 
waiting	emetse; 
walk	-tsamaya; 
walks	-tsamaya; 
wall	lebota; 
walls	lebota; 
want	ho batla; 
wanted	batlile;  ho batla; 
wants	batla; 
war	ntwa; 
ward	 phaposi ya bakudi; wate; 
wards	mabatowa;  wate;  phaposi ya bakudi;  diphaposi tsa bakudi; 
warm	futhumetse;  ho futhumetse; 
warmth	mofuthu; 
warning	temoso;  kgalemelo; 
warrant	batla; 
warrants	batla; 
wars	dintwa; 
was	e ne e le; 
waste	 matlakala; ditshila; 
watch	 watjhe; tshupanako; 
water	 ho nosetsa;  nwesa; metsi;  nosetsa; 
waters	 ho nosetsa;  nwesa; metsi;  nosetsa; 
wax	boka; 
way	tsela;  mokgwa; 
ways	mekgwa;  ditsela; 
we	rona; 
we've	 re ne re; re na le; 
weak	-fokolang; 
weakness	bofokodi;  ho fokola; 
weaknesses	bofokodi;  ho fokola;  mefokolo; 
wealth	letlotlo; 
weapon	sebetsa; 
weapons	sebetsa;  dibetsa; 
weather	bolepi;  boemo ba lehodimo; 
web	bolepo ba sekgo; 
websites	diwebosaete; 
week	beke; 
week-long	bolelele ba veke; 
weekend	mafelo a beke; 
weeks	beke; 
weight	 sekadi; boima;  ho kala; 
welcome	amohetswe; 
welcomed	amohetswe; 
welcomes	amohela; 
welcoming	amohelang; 
welfare	paballo ya setjhaba; 
well	sediba; 
well-known	tsebahala haholo; 
wellbeing	boiketlo; 
went	tsamaile; 
were	o ne;  ba ne; 
western	ya bophirimela; 
wetland	sebaka se mongobo; 
wetlands	sebaka se mongobo; 
what	eng; 
what's	ke eng; 
whatever	eng kapa eng; 
whatsoever	ka mokgwa ofe kapa ofe; 
when	neng; 
whenever	ka nako eo; 
where	kae; 
whereas	leha; 
whereby	moo; 
whereupon	moo teng; 
wherever	hohle moo; 
whether	hore na; 
which	efe; 
whichever	efe kapa efe; 
while	ka nako eo; 
whilst	ka nako eo; 
whip	sephadi; 
whips	diphadi; 
white	tshweu; 
whites	tse tshweu; 
who	mang; 
whole	e tletseng; 
wholly	ka hohle; 
whom	motho eo; 
whose	motho eo; 
why	hobaneng; 
wide	batsi;  mohlolohadi; 
widely	ka ho phatlalla;  ka bophara; 
wider	batsi;  mohlolohadi; 
widespread	 namme; hohlehohle;  tletsetletse; 
wife	mosadi; 
wild	hlaha; 
wildlife	diphedi tsa naheng; 
will	o tla; 
willing	 thahasella;  kgothaletse; rata; 
willingness	 tsotello; thahasello; 
win	 -hlola; hlola; 
wind	moya; 
winding-up	 ho ntshetsa pele;  ho thaotha; futhumala; 
window	 fenstere; fensetere; 
wine	beine; 
winners	mohlodi; 
winning	ho hlola; 
winter	mariha; 
wish	takatso; 
wishes	ditakatso; 
wishing	lakatsang; 
with	ka; 
withdraw	hula; 
withdrawal	boikgulo; kgulo; 
withdrawn	hula; 
within	ka hare; 
without	ho sa natswe; ka ntle ho; 
witness	paki; 
witnessed	paki;  pakile; 
witnesses	dipaki; 
woman	mosadi; 
women	basadi; 
women's	ya basadi; 
won	 hlotse;  -hlola; hlola; 
wonderful	 kgahlehang; ratehang; 
wood	 lehong;  lehong la bobetli; patsi; 
word	lentswe; 
words	mantswe; 
work	mosebetsi;  mosebetsi wa bokgabo;  ho sebetsa; 
worked	mosebetsi;  mosebetsi wa bokgabo;  ho sebetsa; 
worker	mosebeletsi; 
workers	basebeletsi; 
workforce	basebetsi; 
working	sebetsang; 
works	mesebetsi;  mosebetsi wa bokgabo;  ho sebetsa; 
workshop	ntlo ya ho sebeletsa; 
workshops	dithupello;  ntlo ya ho sebeletsa; 
workspace	sebaka sa tshebetso; 
world	lefatshe; 
world's	ya lefatshe; 
world-class	boemo ba lefatshe; 
worlds	mafatshe; 
worldwide	ka bophara ba lefatshe; 
worrying	tshwenyang;  kgathatsang; 
worse	mpe haholo; 
worst	mpe ka ho fetisisa; 
worth	 loketse; tshwanela; 
worthy	 loketse; tshwanela; 
would	o tla; 
wound	 ho ntsha madi; leqeba; 
wounds	 ho ntsha madi; maqeba; 
write	ngola; 
writer	mongodi;  sengodi; 
writers	bangodi; 
writers'	ya bangodi; 
writing	 ho ngola; mongolo; 
writings	mengolo;  ho ngola; 
written	 ngodilwe; ngola; 
wrong	fosahetseng; 
wrote	 ngotse; ngola; 
xenophobia	tlhoriso ya melata; 
xenophobic	tlhoriso ya melata; 
year	selemo;  ngwaha; 
year's	ya selemo; 
year-on-year	selemo ka selemo; 
years	dilemo; 
yes	e; 
yesterday	maobane; 
yet	empa; 
you	wena; 
young	ledinyane; 
younger	nyenyane;  ledinyane; 
your	ya hao; 
youth	batjha; 
zero	 zero; noto; 
zone	kgaolo; 
zones	dikgaolo; 
zoo	diphoofolong; 
