APRIL	DZIVAMISOKO; 
opposed	kanetile; 
opposite	mfularhelo;  mfularhela; 
opposition	vukaneti;  mavandla yo kaneta; 
oppressed	tshikeleriwile; 
oppression	ntshikelelo; 
oppressive	swo tshikelela; 
optimal	kahle;  xo pfuna swinene; 
optimism	ku va na ntshembo; 
option	lexi nga hlawuriwaka; xihlawuriwa, ndlela yin'wana; 
options	 leswi nga hlawuriwaka; swihlawuriwa, tindlela tin'wana; 
or	kumbe; 
oral	-nomo; 
orange	lamula; 
order	xileriso;  nxanxameto;  oridela;  odara;  ndzunghiso;  xaxameta;  nxaxamelo; 
ordered	lerisile;  longoloxile;  xaxametiweke; xaxametile; odarile;  lerisile; 
orders	swileriso; 
ordinance	nawu; 
ordinarily	hi ntolovelo; 
ordinary	swa ntolovelo; 
organ	xirho;  timbila; 
organisation	nhlangano;  lulamiselo; 
organisational	swa nhlangano; 
organisations	mihlangano; 
organised	leswi nga na ntlawa; 
organisers	 vakondleteri; valulamisi; 
organising	lulamisa; 
organization	nhlangano; 
organizations	mihlangano; 
organized	leswi nga ntlawa; 
organizers	 vakondleteri; valulamisi; 
organs	xirho xo vulavula; 
orientation	vutivisi bya ndhawu; 
origin	masungulo; 
original	xa ntiyiso;  -masungulo; 
originally	ku sunguleni; 
origins	masungulo; 
other	un'wana; 
others	van'wana; 
otherwise	kumbexana;  loko swi nga ri tano; 
ought	a hi fanele; 
our	swa hina; 
ours	swa hina; 
ourselves	hina hi hexe; 
out	ehandle; 
outcome	mbuyelo; 
outcomes	mivuyelo; 
outdoor	ehandle;  -handle; 
outgoing	 ku tihumesa na van'wana; ku huma exitulwini; 
outline	-handle;  nhlokohata; 
outlined	komisiweke; komisile; 
outlines	komisa; mikomiso; 
outlook	malangutekelo; 
output	mbuyelo; 
outputs	mivuyelo; 
outreach	mfikelelo; 
outside	handle; 
outsourced	xo kumeka ehandle; 
outstanding	lexa ha kayivelaka;  xa xiyimo xa le henhla; 
outward	ehandle; 
oval	xa xitandza;  -vutandza; 
over	ehenhla; 
overall	ovharolo; 
overarching	lexi katsakanyaka; lexi angarhelaka; 
overcome	hlula; 
overcrowding	ntlimbano; 
overseas	ntsungeni; 
oversee	angamela; 
overseeing	ku angamela; 
oversight	vuangameri; 
overview	nkatsakanyo; 
overwhelming	nkulu swinene; 
owed	kolotiwaka; 
owing	kolotiwaka; 
own	va na; 
owned	vile na; 
owner	n'wini; 
owners	vini; 
ownership	vun'wini; 
pace	rivilo; 
package	mpako; 
packages	mipako; 
page	pheji; 
pages	tipheji; 
paid	hakerile;  hakeriweke; 
pain	 ku vava; xivavi; 
painful	xo vavisa; 
painting	xifaniso;  xifaniso xo pendiwa;  ku penda; 
paintings	swifaniso;  swipendiwa; 
palace	xigodlo; 
panel	xiphemu;  ntlawa;  vaahluri; 
paper	papila;  xivutiso xa xikambelo;  phepha; 
papers	maphepha; 
par	pari; 
paragraph	ndzimana; 
paragraphs	tindzimana; 
parameters	mindzilekani;  mipimo; 
parent	mutswari; 
parental	xa vutswari; 
parenting	vutswari; 
parents	vatswari; 
park	ku paka;  phaka; 
parking	paka; mapakelo; 
parks	paka;  tiphaka; 
parliament	palamende;  palamente; 
parliament's	xa palamende; 
parliamentarians	swirho swa palamende; 
parliamentary	xa palamende; 
parliaments	tipalamende; 
parole	ku hunguteriwa xigwevo;  ku hunguteriwa xigwevo; parula;  ndzivalelo wa xigwevo; 
part	xiphemu;  xihluvi xa mbulavulo; 
part-time	nkarhinyana; 
partial	hi xiphemu; 
partially	hi xiphemu; 
participant	muvakona; 
participants	mutlangi; 
participate	nghenelela;  teka xiave; 
participated	nghenelerile;  tekile xiave; 
participates	nghenelela;  teka xiave; 
participating	nghenelelaka;  tekaka xiave; 
participation	ku nghenelela;  ku teka xiave; 
participatory	lexi nyikaka xivandlanene eka munhu ku nghenelela; 
particular	-rixaladza; 
particularly	ngopfungopfu; 
particulars	xolexo; 
parties	mavandla; 
partly	hi xiphemu; 
partner	munghana;  mutirhisani; 
partnered	endla xinakulobye; 
partners	nakulobye; muringani; 
partnership	vutirhisano; 
partnerships	swinakulobye; 
parts	swiphemu; 
party	ntlawa wa politiki; 
pass	nyiketa;  pasa;  ku rahela;  rahela; 
passed	pasisiweke;  pasile;  pasisile;  pasisiwile; 
passenger	mufambi;  mukhandziyisiwa; 
passengers	vakhandziyi; 
passes	hundza;  pasa;  pasisa; 
passing	hundzaka; 
past	hundza;  nkarhi lowu hetisekeke khale; 
path	ndlela; 
patient	muvabyi; 
patients	vavabyi; 
patriotism	vurhandzatiko; 
pattern	patironi;  phetene;  pheteni; 
patterns	tipheteni; 
paved	hlakurile;  phevhile;  phevhiwile; 
pavilion	tende; 
pay	hakela;  hakelo; 
payable	hakeriwa; 
paying	hakela;  hakelaka; 
payment	hakelo; 
payments	tihakelo; 
pays	hakela;  tihakelo; 
peace	ku rhula; 
peaceful	xa ku rhula; 
peak	nhlonhlori; 
peer	ntangha; 
penalties	mixupulo; 
pending	lexa ha kayivelaka, leswa yimelaka xiboho; 
pension	mudende;  phexeni; 
pensions	 midende; tipheceni; midende; 
people	vanhu; 
people's	swa vanhu; 
peoples	tinxaka; 
per	hi; 
perceived	leswi voniwaka; leswi anakanyiwaka; 
percent	phesente;  -dzana; 
percentage	xidzana;  xa dzana; 
percentages	tiphesente; hi tiphesente; 
perception	vonelo;  mianakanyo; 
perceptions	mavonelo;  mianakanyo; 
perform	endla;  nkombiso;  tlanga; 
performance	ntlangu;  ku yimbelela;  nkombiso; 
performances	matirhelo;  matirhelo; mikombiso;  mitlangu; 
performed	endlile;  kombisile;  tlangile; 
performer	mutlangi;  mukombisi; 
performers	vatlangi; vakombisi;  vatirhi; 
performing	endla;  kombisa;  tlanga; 
performs	endla;  kombisa;  tirha; 
perhaps	kumbexana; 
period	nkarhi; 
periodical	magazini;  -nkarhi; 
periods	mikarhi; 
perjury	vuxisi; 
permanent	xa nkarhi hinkwawo;  -nkarhi hinkwawo; 
permanently	nkarhi hinkwawo; 
permission	mpfumelelo; 
permit	mpfumelelo;  pfumelela; 
permits	pfumelela;  mipfumelelo; 
permitted	pfumeleriweke; 
perpetuate	yisa emahlweni; 
person	munhu;  munhu wo rhanga;  xivulavulelwa;  xivuriwa; 
person's	xa munhu; 
personal	-munhu; 
personally	munhu hi yexe; 
personnel	vatirhi; 
persons	vanhu; 
perspective	vonele; 
perspectives	mavonelo; 
pertaining	 khumbaka; 
petition	xikombelo;  papila ra swivilelo; 
petitions	swikombelo; tiphetixini; 
petrol	petirolo;  phetiroli; 
petroleum	parafini; 
pharmaceutical	swa mirhi;  swa swidzidziharisi; 
pharmacist	muxavisi wa mirhi; 
pharmacy	khemisi; 
phase	xiyimo; 
phased	endla hi swiyenge; 
phases	swiyenge; 
phenomenon	xivono;  xihumelelo; 
philosophy	ntivo-vuhleketi; 
phone	riqingho; 
photo	xifaniso; 
photograph	xifaniso;  muteki wa swifaniso; 
photographer	muteki wa swifaniso; 
photographers	vatekaswifaniso; 
photographic	xa xifaniso; 
photographs	swifaniso; 
photography	vuswikoti byo teka swifaniso; 
photos	swifaniso; 
physical	xivumbeko;  -xivumbeko;  xivumbeko xa miri;  swa fizikali; 
physically	hi miri; 
piano	hansi;  piyano; 
picture	xifaniso; 
pictures	swifaniso; 
piece	xiphemu; 
pieces	swiphemu; 
pillar	phuphu; 
pillars	tiphuphu; 
pilot	 muhahisi; mutluti; 
pioneers	vavalangi vo rhanga; 
pivotal	xa nkoka swonghasi; 
place	ndhawu;  veka; 
placed	vekile; 
placement	veka endhawini; 
places	tindhawu;  veka; 
placing	vekaka;  ku veka; 
plain	rivala;  -twala; 
plains	timbala; 
plaintiff	mumangari; 
plaintiff's	xa mumangali; 
plan	pulani;  pulani ya yindlu;  vumba mano;  kungu; 
planet	pulanete; 
planned	kunguhatile; 
planning	nkungahato;  ku kunguhata; 
plans	makungu;  tipulani; 
plant	ximila;  ku byala;  ximilana;  byala; 
plants	swimila; tipulanti;  swimilani;  swimilana;  byala; 
plastic	pulasitiki;  -pulasitiki; 
plate	puleti; 
platform	 pulatinamu; pulatifomo; 
platforms	tipulatifomo; 
play	ntlangu; 
played	tlangile; 
player	mutlangi; 
players	vatlangi; 
playhouse	 yindlu ya switlangiso swa swihlangi; yindlu ya tifilimi; 
playhouses	 tiyindlu ta switlangiso swa swihlangi; tiyindlu ta tifilimi; 
playing	tlanga; 
plays	tlanga; 
plea	xikombelo; 
pleading	ku nyika xitatimente ekhoto; 
pleadings	switatimente leswi nyikiwaka ekhoto; 
please	 wa komberiwa;  ndza kombela; ha kombela; ma komberiwa; 
pleased	tsakisa;  tsakisiwile; 
pleasure	ntsako; 
pledge	hlambanya;  xihlambanyo;  xitshembiso;  tshembisa; 
pledged	tshembisile;  hlambanyile; 
plenary	nhlengeletano ya vanhu hinkwavo; 
plight	xiyimo xa khombo; 
plus	hlanganisa; 
pm	nimadyambu; pm;  nimadyambu; 
poaching	ku hlota hi ku yiva; 
poem	xitlhokovetselo;  xiphato; 
poet	mutlhokovetseri;  muphati; 
poetry	vutlhokovetseri;  vuphato; 
poets	vatlhokovetseri;  vaphati; 
point	komba;  xipalo;  poyinti; 
pointed	vurile;  kombiweke;  kombile;  kombeke; 
points	komba;  tipoyinti;  mikutlunyo;  komba; swipalo;  timhaka; 
police	phorisa;  maphoriseni; 
policies	tipholisi; 
policing	rindza; 
policy	pholisi;  pholisi ya ndzindzakhombo;  papila ra ntwanano;  fambiselo; 
political	-politiki; 
politics	tipolitiki; 
pollution	nthyakiso;  pfindlusa; 
pool	xidziva; 
poor	lava sweleke; 
poorer	lava sweleke swinene; 
poorest	lava sweleke ku tlula hinkwavo; 
poorly	hindlela ya xiyimo xa le hansi; 
popular	rhandzeka; 
population	vaaki;  vaakatiko; 
pornography	phonogirafi;  filimi ya swa masangu; filimi yo kombisa swa masangu; 
port	ndhawu yo nghena etikweni ;  hlaluko; 
portal	xihlovo xa tiwebusayiti; 
portfolio	photifoliyo;  ndzawulo;  nhlengelo wa mintirho; 
portion	xiphemu;  nkavelo; 
portray	fanisa; 
portrayed	fanisile; 
ports	tihlaluko; tindhawu to nghena etikweni; 
pose	vutisa;  yimeka; 
posed	vutisile;  yimekile; 
position	ndhawu;  yimelo; 
positions	tindhawu;  swiyimo; 
positive	mpfumelo; 
positively	hindlela leyinene; 
possess	ku va na; 
possession	rifuwo;  makhomelo; 
possibilities	vukoteki; 
possibility	vukoteki; 
possible	koteka; 
possibly	hindlela leyi kotekaka; 
post	ntirho;  posa;  poso; 
post-apartheid	endzhaku ka xihlawuhlawu; 
postal	swa poso; 
postgraduate	endzhaku ka thwasela tidyondzo ta le henhla; 
postponed	tlheriseriwile endzhaku; 
postponement	ku tlheriseriwa endzhaku; 
posts	ntirho;  tiposo;  posa; 
pot	mbita;  bhodo; 
potential	vuswikoti; 
potentially	hindlela ya vuswikoti; 
poverty	vusiwana; 
power	matimba;  matimba ya gezi;  ntamu;  n'wandiziso; 
powerful	xa matimba;  wa matimba; 
powers	matimba;  ntamu;  nyika matimba; 
practicable	-koteka; 
practical	-endleka; 
practice	ntirho;  xitolovetiso;  ntolovetiso; 
practices	matirhelo; vutitoloveti;  mitirho;  mitolovelo; 
practise	dirila;  titolovete;  purakitisa; 
practitioner	mutirhi hi swa vutshila; 
practitioners	vatirhi; 
praise	dzunisa; 
prayer	xikhongelo; 
pre-colonial	ku nga si fika vakoloni; 
pre-trial	ku nga si fika nkarhi wo tenga; 
preamble	nghenelo; 
precede	rhangela; 
preceded	rhangerile; 
preceding	rhangaka; 
precinct	muti;  jarata;  doroba; 
precincts	miti;  madoroba;  majarata; 
precious	xa nkoka swinene;  xo durha swinene; 
precisely	kotlo; 
preference	leswi tsakeriwaka; 
preferential	hi ku tsakeriwa; 
preferred	leswi tsakeriwaka; 
pregnancy	vuyimani;  ku tika; 
pregnant	ku tika; 
prejudice	ringhohe; 
preliminary	-masungulo; 
premised	xitatimente xo sungula mhaka; 
premises	miako;  ku simeka mhaka; 
preparation	ndzulamiso;  vutshunguri bya vuvabyi; 
preparations	malulamiselo;  vululamisi; 
preparatory	-vulunghiseri; 
prepare	lulamisa; 
prepared	lulamisile;  lunghekile; 
preparing	lulamisa; 
prescribe	hlawula; 
prescribed	hlawuriwile; 
prescribing	lawulela; 
prescription	murhi;  swiletelo swa mirhi; 
prescripts	milawu;  swileriso;  swinawana; 
presence	vukona; 
present	nyika;  nyiko;  andlala; 
presentation	mbulavulo; andlalo; 
presentations	miandlalo;  mivulavulo; 
presented	nyikile;  andlarile;  nyikile mbulavulo; 
presenting	nyika;  nyikaka mbulavulo; 
presently	eka nkarhi wa sweswi; 
presents	nyika;  nyika mbulavulo;  tinyiko; 
preservation	nhlayiso; 
preserve	hlayisa; 
preserved	hlayisile; 
preserving	hlayisa; 
preside	fambisa; 
presidency	hofisi ya phuresidente; 
president	puresidente; 
president's	xa phuresidente; 
presidential	swa vuphuresidente; 
presidents	tiphuresidente; 
presiding	fambisa; 
press	tshikilela;  ayina;  nkandziyiso wa matsalwa; 
pressing	xa xihatla; 
pressure	ntikelo;  ntshikilelo; 
pressures	tshikelela; mitshikelelo; 
prestigious	xo xiximeka;  xa xiyimo xa le henhla; 
presumed	tekile ingaku; 
pretty	 xa mpimo wa le henhla; xa kahle;  xo saseka; 
prevail	humelela hinkwako;  xa matimba; 
prevailing	humelelaka; 
prevalence	ntungu; 
prevent	sivela;  ku sivela; 
prevented	siverile;  siveriweke; 
preventing	sivela;  siveriwaka; 
prevention	nsivelo; 
previous	rhanga; 
previously	eka nkarhi lowu nga hundza; 
price	nxavo; 
prices	mixavo; 
pricing	veka nxavo; 
pride	ku tidzunisa;  ku tidzunisi; 
priest	muprista; 
prima	makwerhu; waxisati loyi mi tsakelanaka; 
primarily	ngopfungopfu; 
primary	xa masungulo;  xa nkoka; 
prime	xa masungulo;  xa nkoka; 
principal	nhloko ya xikolo;  xuma-nsungulo; 
principals	tinhloko ta swikolo; 
principle	nsinya;  ndyondziso; 
principles	milawu;  misinya; 
print	nkandziyiso;  pirinta;  pirinta hi voko;  xidonci; 
printed	kandziyisiwile;  pirintiweke;  pirintiwile; kandziyisile; 
printing	nkandziyiso;  kandziyisa;  pirinta; 
prior	ekusunguleni; 
priorities	swirhangana;  leswi rhangisiwaka emahlweni; 
prioritise	rhangisa emahlweni; 
prioritised	rhangisile emahlweni; 
priority	xirhangana; 
prison	khotso; 
prisoner	mubohiwa;  mukhotsiwa; 
prisoners	vabohiwa;  vakhotsiwa; 
prisons	makhotso; 
privacy	xihundla xa munhu; 
private	xihundla; 
privilege	mfanelo yo hlawuleka; 
privileged	ku va na mfanelo yo hlawuleka; 
privileges	swifundzho; 
prize	sagwati; 
prizes	masagwati; 
pro	hi ku seketela; 
proactive	ku lulamisela leswa ha taka; 
probably	kumbexana; 
probation	ku xopela matikhomelo lamanene; 
probe	lavisisa;  vulavisisi; 
problem	xiphiqo;  xirhalanganyi; 
problems	swiphiqo; 
procedural	ku ya hi maendlelo; 
procedure	maendlelo; 
procedures	maendlelo; 
proceed	ku ya emahlweni; 
proceeding	fambiselo; 
proceedings	mafambiselo; 
proceeds	hundza; 
process	endla;  phurosesa;  endlelo;  maendlelo;  phurosese; 
processed	phurosesiweke;  phurosesiwile; phurosesile;  tirhanile;  tirhaniwile; 
processes	maendlelo;  phurosesa; tiphurosese;  -tirhana; 
processing	endla;  tirhana;  phurosesa;  maendlelo;  phurosese; 
procession	nandzelelano wa vanhu kumbe swilo; 
proclamation	xitiviso; 
procurement	maxavelo ya tinhundzu na vukorhokeri; 
produce	tumbuluxa;  andzisa;  ntswalo; 
produced	humesiweke;  tumbuluxile;  tshoveriweke; 
producer	muendli;  mutumbuluxi;  mutlangisi; 
producers	vaendli;  vatumbuluxi;  vatshoveri; 
produces	humesa;  tumbuluxa;  tshovela; 
producing	humesa;  tshovela; 
product	mihandzu;  xitumbuluxiwa;  nyandziso;  swikumiwa; 
production	ntshovelo;  vuendli; 
productions	mitshovelo;  vuhumelerisi; 
productive	-tswala; 
productivity	ntshovelo; 
products	swikumiwa;  swimakiwa;  switumbuluxiwa;  switshoveriwa; 
profession	ntirho;  phurofexini; 
professional	-phurofexinali; 
professionals	tiphurofexinali; 
professions	mitirho; tiphurofexini; 
professor	Phurofesa; 
profile	xihlaya; 
profit	mbuyelo; 
profits	mpindzulo; 
profound	swi kulukumba; 
program	nongonoko;  nxaxameto; 
programme	nongonoko;  nxaxameto; 
programmed	longoloxiweke;  xaxametiweke; 
programmes	minongonoko;  mapfhumba; 
programming	vuxaxameti;  mbumba-nongonoko; 
programs	longoloxa;  xaxameta; 
progress	nhluvuko;  hluvuka; 
progression	ntlakuko; 
progressive	-nhluvuko; 
prohibit	tshimbisa; 
prohibited	tshimbisiwile; 
prohibition	 ntshimbiso; yiriso; 
project	ntirho;  hlomuta; 
projected	kombisiweke; anekiweke; 
projection	nhlomuto; 
projections	mianeko;  mikombiso; 
projects	kombisa;  aneka; 
prominent	lexikulu;  xa nkoka; 
promise	tshembisa;  xitshembiso; 
promised	tshembisile; 
promises	tshembisa;  switshembiso; 
promote	tlakusa;  kurisa; 
promoted	tlakusiwile;  kondleteriwile; 
promotes	tlakusa;  kurisa; 
promoting	tlakusa;  kondletela; 
promotion	ntlakusiwo; 
promptly	hi ku hatlisa; 
promulgated	tivisiwile; 
promulgation	ku tivisiwa; 
proof	vumbhoni; 
proper	kahle;  faneleke; 
properly	hindlela leyi faneleke; 
properties	rifuwo;  swihlawulekisi; 
property	rifuwo;  xihlawulekisi;  talenta; 
proportion	xiphemu;  mpima-mpima;  ndzinganelo; 
proposal	kungu; 
proposals	swiringanyeto; 
propose	kunguhata; 
proposed	ringanyetile; 
proposes	ringanyeta; 
prosecute	chuchisa;  tengisa; 
prosecuted	tengisiwile; chuchusiwile; 
prosecuting	tengisaka; 
prosecution	vuchuchisi; 
prosecutions	vuchuchisi; 
prosecutor	muchuchisi; 
prosecutors	vachuchisi; 
prospect	ku jongela; 
prospecting	valanga; 
prospective	lexi nga ta humelela nkarhi lowu taka; 
prospects	valanga; 
prospectus	phurosipekitasi; xibukwana xo navetisa yunivhesiti; 
prosperity	ku humelela; 
prosperous	leswi humelelaka; 
prostitution	vunghwavava; 
protect	sirhelela;  biyelela; 
protected	sirheleriwile; sirhelerile;  musirheleri; 
protecting	sirhelela;  biyelela; 
protection	nsirhelelo; 
protective	-sirhelela; 
protest	vilela;  landzula;  nandzulo; 
protests	vilela;  landzula; mikombiso ya ku vilela; 
protocols	tiphurotokholo; 
proudly	hi ku tinyungubyisi; 
prove	nyika vumbhoni; 
proved	nyikile vumbhoni; 
proven	tiyisisiwile;  nyikile vumbhoni; 
provide	nyika vumbhoni; 
provided	nyikile; 
provident	xo lulamisela mikarhi leyi taka; 
provider	muphakeri;  munyiki; 
providers	vanyiki;  vaphakeri; 
provides	nyika; 
providing	nyikaka; 
province	xifundza;  xifundzankulu; 
province's	xa xifundzankulu; 
provinces	swifundzankulu; 
provincial	xa xifundzankulu; 
provision	xipimelo;  ku phakeriwa;  xipimelo; xiphakeriwa; 
provisional	-xinkarhana; 
provisions	xipimelo; swiphakeriwa;  swipimelo; 
proviso	xipimelo xa ntwanano; 
proxy	vuyimeri;  muyimeri; 
prudent	ku va na vurhonwana; 
prudential	swa vurhonwana; 
psychological	swa miehleketo; 
public	vanhu;  -vanhu; 
publication	vuhangalasi; 
publications	mikandziyiso; 
publicly	eka mani na mani; 
publish	tivisa; 
published	hangalasa; 
publisher	muxavisi;  muhangalasi; 
publishers	vahangalasi;  vakandziyisi; vakandziyisi; 
publishes	kandziyisa; 
publishing	kandziyisa; 
punishment	nxupulo; 
purchase	xava; 
purchased	xavile; 
purchases	xava; 
purporting	ku tikomba onge; 
purpose	xikongomelo; 
purposes	swivangelo; 
pursuant	hi ku fambisana na;  hikwalaho ka;  hi ku ya hi; 
pursue	landzelela;  hlongorisa;  landzelerisa; 
pursued	landzelerile; landzelerisile;  hlongorisile; 
pursuing	landzelelaka;  hlongorisaka;  landzelerisaka; 
pursuit	ku landzelela; vulandzelerisi;  ku hlongorisa; 
push	susumeta; 
put	veka;  vekile; 
puts	veka; 
putting	vekaka; 
qualifications	mithwaso; 
qualified	fikelerile; 
qualify	hundzela emahlweni; 
qualifying	fikelela; 
qualitative	xo pimiwa hi nkoka kumbe risima; 
qualities	swihlawulekisi; 
quality	nkoka; 
quantitative	xo pimiwa hi ntsengo kumbe ntalo; 
quantity	ntalo; 
quarter	kotara;  yin'we ka mune; 
quarterly	hi kotara; 
quarters	tikotara; 
queries	swivutiso; 
quest	nhloto; 
question	xivutiso; 
questioned	vutisile; 
questionnaire	nongonoko-swivutiso; 
questionnaires	papila ra swivutiso swa ndzavisiso; 
questions	swivutiso; 
quickly	hi ku hatlisa; 
quinine	khwinini; 
quite	kahle;  swinene; 
quorum	khoramu; 
quotation	ntshaho; 
quotations	mitshaho; 
quote	tshaha; 
race	rixaka;  rheyisisi;  siyisana; 
races	tinxaka; 
racial	-rixaka; 
racism	xihlawuhlawu ku ya hi nhlonge; 
racist	wa xihlawuhlawu xo ya hi nhlonge; 
radio	rhadiyo;  wayilese; 
raid	hlasela;  nhlaselo; 
rail	xianekela-mpahla; 
railway	xitimela;  rhalaweyi;  xiporo; 
rain	mpfula;  mpfula ya na; 
rainbow	nkwangulatilo;  nkwangwala-tilo; 
rainfall	mpfula;  ku na ka mpfula; 
raise	tlakusa; 
raised	tlakusile; 
raises	tlakusa; 
raising	tlakuka; 
rally	nhlangano; 
rand	rhandi; 
range	vunavi; 
ranges	vunavi; 
ranging	navaka; 
rank	xiyimo;  kala; 
ranks	swiyimo; 
rape	khoma;  ku pfinya;  ku sindzisiwa;  ku khoma;  ku khoma wansati;  pfinya; 
rapid	-hatlisa;  bobomana;  boboma; 
rapidly	hi ku hatlisa; 
rare	xo kayivela; 
rate	mpimo;  pima;  mpimo wa ntswalo;  ndzuvo;  kulelo; 
rates	pima;  mipimo; miluvo; 
rather	-antswa; 
ratification	ku amukela;  ku tiyisisa; 
ratified	amukerile;  tiyisisile; 
