APRIL	MORANANG; 
terminology	mareo; 
terms	maemo; 
terrestrial	­lefatshe; 
territorial	­naga; 
territories	dinaga; 
territory	naga; 
terrorism	borukhutlhi; 
terrorist	motshosetsi; 
tertiary	maemo a boraro; 
test	 teko;  lekeletsa;  tlhatlhobo; leka; 
tested	 lekeleditse; lekile; 
testimony	bosupi; 
testing	 lekeletsang;  lekang; tlhatlhobo; 
tests	 diteko;  lekeletsa;  ditlhatlhobo; leka; 
text	diteng;  tema; 
than	go feta; 
thank	leboga; 
thanks	malebogo; 
that	seo;  sele; 
theater	serala;  boarelo; 
theatre	serala; ntlwanakarelo;  boarelo; 
theatres	dirala;  boarelo; matlwanakarelo; 
theft	bogodu; 
their	­bone; 
them	bone;  tsone; 
theme	thitokgang; 
themes	dithitokgang; dipinarero; 
themselves	bobona; 
then	jalo; 
theory	tiori; 
therapy	kalafo; 
there	kwa; 
thereafter	morago ga moo; 
thereby	ka gone mo; 
therefore	ka jalo; 
therein	mo teng; 
thereof	 ga yone;  ga one;  ga teng; ga sone; 
thereon	mo godimo ga; 
thereto	 mo go yone; mo go one;  mo go sone; 
thereupon	mo godimo ga; 
therewith	ka tiriso ya; 
these	tse;  tsone; 
they	bone;  tsone;  one; 
thing	selo; 
things	dilo; 
think	nagana; 
thinking	akanyang; 
third	boraro;  tharong; 
thirdly	­boraro; 
thirds	tharong; 
this	 yo;  jo;  bo; se; 
thorough	ka botlalo; 
those	 tseo; bona; 
though	le mororo;  le fa; 
thought	nagantse; 
thoughts	dikakanyo; 
thousand	kete;  sekete; 
thousands	dikete; 
threat	tshoso; 
threaten	 tshosa; tshosetsa; 
threatened	 tshositse; tshoseditse; 
threats	ditshoso; 
three	tharo; 
three-day	malatsimararo; 
three-year	dingwagatharo; 
threshold	palopotlana; 
thriving	atlegang; 
through	-phunyeletsa; 
throughout	-otlhe; 
thus	ka jalo; 
ticket	thekethe; 
tickets	dithekethe; 
tie	 lekana; tsweletso; 
tiers	dillaga; 
till	thili; 
time	nako; 
timeframes	dipaka; 
timely	ka nako; 
times	atisa; 
tirelessly	kwa ntle ga letsapa; 
title	setlhogo; 
titled	filwe setlhogo; 
titles	ditlhogo; 
to	go; 
tobacco	motsoko; 
today	gompieno; 
together	mmogo; 
toilet	 boitiketso;  tlelosete; ntlwana; 
toilets	ditlwanaboithomelo;  ditlelosete;  dintlwana; maitiketso; 
told	boleletse; 
tolerance	itshoka; 
tomorrow	ka moso; 
ton	tono; 
tonight	mo bosigong jono; 
tonnage	morwalotono; 
tons	ditono; 
too	ga mmogo le; 
took	tsere;  tshotse; 
tool	sediriswa;  sediriso; 
toolkit	sete ya didiriswa; 
tools	didiriswa;  didiriso; 
top	 moretedie;  setlhoa; bogodimo; 
topic	kgang; 
topics	dikgang; 
total	yotlhe;  palogotlhe tlhakana; 
touch	kamo; 
tough	thata; 
tour	go ja nala; 
touring	 go eta; leeto; 
tourism	bojanala; 
tourist	mojanala; 
tourists	bajanala; 
tournament	kgaisano; 
tournaments	dikgaisano; 
toward	go lebagana le; 
towards	kwa go; 
town	 teropo; toropo; 
towns	 diteropo; ditoropo; 
township	motsesetoropo; 
townships	metsesetoropo; 
toy	setshamekisabana; 
trace	 gatisa;  tshupo;  thalelela; batlisisa;  - fitlhelela; 
track	 motlhala; tsela;  seporo; 
trade	 - gweba; tiro;  bapala;  kgwebo; 
trading	- gweba; 
tradition	setso; 
traditional	 - tsa setso; -setso; 
traditionally	ka setso;  ka tlwaelo; 
traditions	ditso; 
traffic	pharakano; 
tragedy	 masetlapelo; matlhotlhapelo; 
tragic	­masetlapelo; 
train	katisa;  setimela; 
trained	katisitse; 
training	katiso; 
trajectory	tsela; 
transaction	tirisano; 
transactions	ditirisano; 
transfer	mametlelela;  sutisa;  tshutiso; 
transferred	sutisitse; 
transferring	 mametlelelang; sutisang; 
transfers	mametlelela;  sutisa;  ditshutiso; 
transform	fetola; 
transformation	phetogo; 
transformed	fetotse; 
transforming	fetola; 
transition	kgabaganyo;  phetolakhii; 
transitional	pakaphetogo; pakakgabaganyo; 
translate	ranola;  fetolela; 
translated	fetoletse;  ranoletse; 
translation	phetolelo; 
translator	mofetoledi; 
translators	bafetoledi; 
transmission	phetiso; 
transmit	 gasa; fetisa;  tshwaetsa; 
transmitted	 gasitse;  tshwaetsa; fetisitse;  fetiseditse; 
transparency	pepeneneng; 
transparent	bonatsang; 
transport	rora;  - rora; 
transportation	thotho; 
travel	- eta; 
travelled	etile; 
travelling	mosepele; 
treasure	lehumo; 
treasures	mahumo; 
treasuries	matlotlo; 
treasury	matlotlo; 
treat	tshola;  phekola; 
treated	tshotse;  phekotse; 
treaties	dikgolagano; 
treatment	 phekolo; kalafo; 
treaty	tumalano;  kagisano; 
tree	setlhare; 
trees	ditlhare; 
trend	mokgwatlwaelo; 
trends	mekgwatlwaelo; 
trial	tsheko; 
trials	ditsheko; 
tribunal	lekgotla; 
tribunals	makgotla; 
tribute	dikgafela; 
tried	lekile; 
triple	seraro; 
triumph	phenyo; 
trophy	sekgele; 
troupe	setlhopha sa badiragatsi; 
truly	 ammaaruri;  ka nnete; ruri; 
trust	 tshepa; terasete; 
trustee	motlhokomedi; 
trustees	batlhokomedi; 
trusts	tshepa;  diterasete; 
truth	nnete; 
try	leka; 
trying	 ­boima; ­tenang; 
turfs	dithefe; 
turn	 retologa;  menoga; fapoga; 
turnaround	 atlega; dikologa; 
turned	 retologile; menogile;  fapogile; 
turning	mogobolo; 
turnover	thekiso yotlhe; 
twelve	lesomepedi; 
twentieth	someamabedi; 
twenty	masomamabedi; 
twice	gabedi; 
two	pedi; 
two-day	malatsimabedi; 
two-thirds	pedi-tharong; 
type	 tlanya; mofuta; 
types	 tlanya; mefuta; 
typically	ka maitshwaro a a rileng; 
ultimate	­bofelo; 
ultimately	kwa bokhutlong; 
unable	 ­retelelwa; ­palelwa; 
unacceptable	­sa amogelweng; 
unanimous	ka tumelano; 
unauthorised	­sa letlelelweng; 
uncertainty	botlhokatlhomamo; 
unconstitutional	kgatlhanong le molaotheo; 
under	tlase; 
underdevelopment	­sa tlhokafalang; 
undergo	­diriwa; 
underlying	-theo; 
undermine	nyatsa; 
underpin	tshegetsa; 
understand	tlhaloganya; 
understanding	tlhaloganyo;  dumalana; 
understood	tlhalogantse; 
undertake	solofetsa;  amogela maikarabelo; 
undertaken	solofeditswe; 
undertaking	 tiro e o ikarabelang mo go yone; tsholofetso; 
undertook	solofeditse; 
underwater	mo tlase ga metsi; 
underway	­diragalang jaanong; 
undue	­utlwalang thata; 
unemployed	go sa dire; 
unemployment	 se nang tiro; botlhokatiro; 
unfair	­gobelelang; 
unfortunately	ka go tlhoka lesego; 
unhappy	tlhoafetse; 
unified	kopantse; 
uniform	 junifomo;  yunifomo; tshwanang; 
unify	kopanya; 
union	kopano;  setekopano; 
unions	dikopano; disetekopano; 
unique	kgethegile; 
unit	 motso; bongwe; 
unitary	­bojosi; 
unite	kopanya; 
united	-kopane; 
units	metso; 
unity	kopano; 
universal	­gotlhe; 
universe	 gotlhe; tlholego; 
universities	diyunibesithi; 
unknown	­sa itsegeng; 
unlawful	­seng semolao; 
unleash	golola; 
unless	fa e se; 
unlike	­go sa tshwane; 
unlikely	ka go sa tshwane; 
unnecessary	­go sa tlhokege; 
unprecedented	­diregang lwa ntlha; 
unqualified	­se nang borutegi; 
unreasonable	­sa utlwaleng; 
unregistered	­sa kwadisang; 
unsafe	­sa babalesegang; 
until	go fitlha;  go tsamaya; 
untold	­seng kana ka sepe; 
unusual	­sa tlwaelegang; 
unveil	bipolola; sirolola; 
unveiled	bipolotse; sirolotse; 
unveiling	tshirololo; pipololo; 
up	godimo; 
upcoming	­diregang mo nakong e e sa fediseng pelo; 
update	­sešweng;  ntšhwafatsa; 
updated	ntšhwafaditse; 
updates	dintšhwafatso; 
upgraded	kaonafaditse; 
upgrades	kaonafatsa; 
upgrading	kaonafatsang; 
uphold	 kokotletsa; tshegetsa; 
uploading	sitlhamololang tshedimosetso ya khomphiutha; 
upon	mo godimo ga; 
urban	 -toropo; setoropo; 
urge	phisego; 
urgency	bonakonako; 
urgent	makgabeadipapetla; 
urgently	ka potlako; 
us	rona; 
usage	tirisofoko; 
use	 mosola;  tiriso ya nnelete; dirisa;  tiriso ya sekere; 
used	dirisitse; 
useful	­mosola;  ­botlhokwa; 
user	modirisi; 
users	badirisi; 
uses	 mesola;  ditiriso tsa nnelete;  ditiriso tsa sekere; dirisa; 
using	dirisang; 
usually	ka gale; 
utilisation	tiriso; 
utilise	dirisa; 
utilised	dirisitse; 
vacancies	diphatlhatiro; 
vacancy	phatlhatiro; 
vacant	lolea; 
valid	­amogelesegang; 
validity	 kamogelesego; bonnete; 
valley	molapo;  mokgatsha; 
valuable	-botlhokwa;  -mosola; 
valuation	peotlhotlhwa; 
value	 mosola;  bolengpalo; boleng; 
values	mekgwa; 
variation	thefosanyo; 
varied	fetotse;  fapaane;  fetafetane; 
varies	fapaana; 
variety	mofuta; 
various	­mefutafuta;  ­methalethale; 
vary	fapaana; 
varying	fapaanang; 
vast	bogolo; 
vehicle	serori; 
vehicles	dirori; 
vendor	morekisi; 
venture	simolola; 
ventures	simolola; 
venue	lefelo; 
venues	mafelo; 
verification	netefatso; 
verify	netefatsa; 
version	mofuta; 
very	 bobe; thata;  tota; 
vessel	sekepe;  setshodi;  tshika;  tsela ya madi; 
vested	­roletswe; 
veterans	mekaloba ya ntwa; 
via	ka tiriso ya; 
viability	itshegetso; 
viable	itshegetsa;  ­kgonegang; 
vibrant	­matlhagatlhaga; 
vice	 setshwareledi; tlelempe; 
vice-chairperson	motlatsa-modulasetilo; 
victim	motswasetlhabelo; 
victims	batswasetlhabelo; 
victor	mofenyi;  motlhodi; 
victory	phenyo; 
video	 kgatisotshwantsho; bidio; 
videos	dibidio; dikgatisotshwantsho; 
view	pono; 
viewed	 pono; bone; 
viewing	pono; 
views	dipono; 
village	motse; 
villages	metse; 
violation	tlolomolao; 
violations	ditlolomolao; 
violence	tirisodikgoka;  boganka; 
violent	­tirisodikgoka;  ­phafamogo; 
virtual	setshwantshokgopolo; 
virtually	ka khomphiuta; 
virtue	 boitsheko;  nonofo; molemo; 
visible	-bonalang; 
vision	pono; 
visionary	­ponelopele; 
visit	 lekola;  eta;  jela nala; loeto;  tekolo; 
visited	 jetse nala; etetse;  lekotse;  etile; 
visiting	 lekolang; etang;  jang nala; 
visitor	moeti; 
visitors	baeti; 
visits	maeto; 
visual	pono; 
visually	­ka ponalo; 
vital	botlhokwa; 
vocational	-pilediwa; 
voice	kodu; 
voices	mantswe;  kodu; 
void	thatolola;  direla lefela;  tsupuetsa; dirolola;  logaba; 
volatility	kakgaakgego; 
volume	 -modumo; mothamo;  bolumu; 
voluntarily	 go se na patiko; ka boithaopo; 
voluntary	ka go ithaopa; 
volunteer	moithaopi; 
volunteers	baithaopi; 
vote	 bouta; tlhopho;  boutu; 
voted	boutile; 
voter	 mmouti; motlhophi; 
voters	batlhophi;  babouti; 
votes	 bouta; ditlhopho;  diboutu; 
voting	tlhopho;  go bouta; 
vulnerability	­kamego bonolo; 
vulnerable	 go ka lwala bonolo; - utlwisiwa botlhoko; 
wage	 tefo; tuelo; 
wages	ditefo; 
waiting	letile; 
walk	tsamaya; 
walks	metsamao; 
wall	 lobota; lebota; 
walls	 dipota; mabota; 
want	 go batla; keletso; 
wants	 ditlhoko; batla; 
war	ntwa; 
ward	 ntlwana ya balwetse; kgoro; 
wards	ntlwana ya balwetse; 
warm	bothitho;  -bothito; 
warmth	bothito;  bothitho; 
warning	kitsiso; 
warrant	lekwalothebolo; 
warrants	makwalothebolo; 
wars	dintwa; 
waste	 matlakala;  letsirolo; senya; 
watch	 orolosi; tshupanako; 
water	metsi;  nosetsa;  nosa; 
waters	metsi;  nosetsa;  nosa; 
wax	bonota; 
way	tsela;  mokgwa; 
ways	mekgwa;  ditsela; 
we	re;  rona; 
weakness	bokoa; 
weaknesses	makoa; 
wealth	khumo; 
weapon	sebetsa; 
weapons	dibetsa; 
weather	bosa; 
web	bobi; 
website	setsha sa inthanete; 
websites	diwebosaete; 
week	beke;  tshipi; 
week-long	beke yotlhe; 
weekend	bokhutlo jwa beke; 
weeks	 ditshipi; dibeke; 
weight	boima;  maatlakgatelelo;  ketefatsa; 
welcome	amogela; 
welcomed	amogetse; 
welcomes	amogela; 
welcoming	botsalano; 
welfare	thuso; 
well	 petse; sediba; 
well-being	boitekanelo; 
well-known	­itsegeng; 
wellbeing	boitekanelo; 
went	tsamaile; 
west	bophirima;  ya bophirima; 
western	­botlhaba; 
wetland	moraga; 
wetlands	meraga; 
what	eng; 
what's	ke eng; 
whatever	eng kapa eng; 
whatsoever	le fa e le eng; 
when	fa; 
whenever	e tle e re; 
where	kae; 
whereas	le mororo;  le fa; 
whereby	e ka; 
whereupon	mo godimo ga; 
wherever	le fa e ka nna kae; 
whether	e ka nna; 
which	efe;  sefe;  bafe; 
whichever	efe kana efe; 
while	fa; 
whilst	fa; 
whip	kgole;  seme; 
whips	 dime; dikgole; 
white	mosweu;  tshweu; 
whites	basweu; 
who	mang; 
whole	gotlhe; 
wholesale	thekisokgoboko; 
wholly	gotlhe;  ka gotlhe; 
whom	 yo mo; ba ba; 
whose	 yo tsa ga;  yo ba ga; yo sa ga; 
why	goreng; 
wide	bulegileng;  sephara; 
widely	ka kanamo; 
wider	bulegileng-nyana; sepharanyana; 
widespread	anameng; 
wife	mosadi; 
wild	sekwera; 
wildlife	diphologolo tsa naga;  sekwera; 
will	 wili; tlaa; 
willing	ikemiseditseng; 
willingness	maikemisetso; 
win	fenya; 
wind	phefo; 
winding-up	 wetsang; fetsang; 
window	fensetere; 
wine	beine; 
winner	mogaisi; 
winners	bagaisi; 
winning	 fenyang; gapang; 
winter	mariga; 
wisdom	botlhale; 
wish	 keletso; eletsa; 
wishes	dikeletso; 
wishing	eletsang; 
with	ka, mmogo le; 
withdraw	gogela morago; 
withdrawal	ikgogelomorago; 
withdrawn	gogetse morago; 
within	mo teng; 
without	kwa ntle ga; 
witness	paki;  mankge; 
witnesses	dipaki;  mosupi [basupi];  mankge; 
woman	mosadi; 
women	basadi; 
women's	 ­bomme; ­basadi; 
won	fentse; 
wonderful	­kgatlhisang; 
wood	sekgwa;  dikota;  logong; 
word	lefoko; 
words	mafoko; 
work	dira;  tiro ya bothakga;  tiro; 
worked	dirile; 
worker	modiri; 
workers	badiri; 
working	dirang; 
workplace	tirong; 
works	 ditiro tsa bothakga; dira;  ditiro; 
workshop	bodirelo; 
workshops	madirelo; 
workspace	sebakatiro; 
world	lefatshe; 
world's	­lefatshe; 
world-class	maemo a lefatshe; 
worlds	mafatshe; 
worldwide	-lefatshe ka bophara; 
worrying	tshwenyang; 
worse	etegetseng; 
worst	nna maswe le go feta; 
worth	tshwanelo;  tlhotlhwa; 
worthy	tshwanetswe; 
would	ka; 
wound	ntho;  ntsha ntho; 
wounds	dintho; 
write	kwala; 
writer	mokwadi; 
writers	bakwadi; 
writers'	­bakwadi; 
writing	 go kwala; mokwalo; 
writings	mekwalo; 
written	kwadile; 
wrong	 fosagetse; phoso; 
wrote	kwadile; 
xenophobia	letlhoo la baditšhaba; 
xenophobic	letlhoo la baditšhaba; 
year	ngwaga; 
year's	­ngwaga; 
year-on-year	ngwaga ka ngwaga; 
years	dingwaga; 
yes	ee; 
yesterday	maabane; 
yet	­ise; 
yield	kuna; 
yields	dikuna; 
you	wena; 
young	ngwana;  -e nnye; 
younger	monnye;  -e nnye; 
your	­gago; 
youth	 mošwa; bašwa; 
zero	lefela; 
zone	kgaolo; 
zones	dikgaolo; 
zoo	 serapa sa diphologolo; serapa; 
