ABET	Imfundvo yalabadzala; I-ABET; 
shortly	kafishane; masinyane; 
shot	intsambo; 
should	fanele; 
show	khombisa; 
showcase	khombisa;  khangisa; 
showcasing	khombisa;  khangisa; 
showed	khombisa; 
showing	khombisa; 
shown	khombisa; 
shows	imibukiso; 
side	 licele; luhlangotsi;  licele lendvwangu; 
sign	luphawu;  sayina; 
signal	 luphawu; umbiko;  sikhombisi; 
signals	 tinkhomba; timphawu;  imibiko; tecwayisi; 
signature	isayini; 
signed	sayina; 
significance	balulekile; 
significant	balulekile; 
significantly	ngalokubalulekile; 
signifies	khombisa; 
signing	kusayina; 
signs	timphawu;  sayina; 
silver	isiliva; 
similar	-fanana; 
similarly	kanjalo;  ngalokufanako; 
simple	lula; 
simply	kalula; 
simultaneously	ngesikhatsi sinye;  kanye kanye; 
since	kusukela; 
sincere	kucinisa; 
sincerely	ngekucinisa; 
sing	hlabela; 
singer	umhlabeleli; 
singing	kuhlabela; 
single	-dvwa; 
sister	sisi; dzadze; 
sisters	bosisi; bodzadze; 
sit	hlala; 
site	libala;  siza; 
sites	 emabala; tindzawo; 
sitting	kuhlala; 
sittings	imihlangano; 
situated	beka; 
situation	simo;  sikhundla; 
situations	 tikhundla; timo; 
six	sitfupha; 
sixth	kwesitfupha;  kunye kwesitfupha; 
size	bukhulu;  bungako;  isayizi; 
skill	 buciko; likhono; 
skilled	 fundzile; kuba nemakhono; 
skills	 buciko; emakhono; 
slave	sigcila;  sigcili; 
slavery	bugcili;  bugcila; 
slaves	tigcili; 
slightly	kancane; 
slip	shelela;  lihlumela; 
slow	-kancane; 
small	licolo; 
small-scale	ngalokucane; 
smaller	ncane kakhudlwana; 
so	ngako-ke; 
so-called	lokutsiwa; 
soccer	libhola;  umdlalo webhola; 
social	tenhlalo; 
socially	ngekwenhlalo; 
societal	kwetenhlalo; 
societies	tinhlangano;  imimango; 
society	 umkhambatsi; inhlangano;  ummango; 
socio-economic	tenhlalomnotfo; tenhlalakahle netemnotfo; 
socioeconomic	tenhlalomnotfo; 
soil	umhlabatsi; 
solar	-phatselene nelilanga; 
sold	tsengisa; 
soldiers	emasotja; 
solely	kuphela; 
solid	 sigaca; sigadla;  sasigadla; 
solidarity	kuvelana; umfelandzawonye; 
solution	sisombululo;  kutfukulula; 
solutions	 tisombululo; Imibhubhudlo; tisombululo;  kutfukulula; 
some	labanye;  lokunye; 
someone	umuntfu lotsite;  lomunye umuntfu; 
something	 lenye intfo; intfo letsite; 
sometimes	ngalesinye sikhatsi; 
somewhat	lokunye; 
son	indvodzana; 
song	ingoma; 
songs	tingoma; 
soon	masinyane; 
sophisticated	matima;  lukhuni; 
sort	kuhlunga; 
sought	funwako; 
soul	umoya; 
souls	imimoya; 
sound	 -philile; umsindvo; 
sounds	imisindvo;  -philile; 
source	 indzabuko; umtfombo; 
sources	imitfombo; Tindzabuko;  imitfombolwati; 
sourcing	 umtfombo; imitfombolusito; 
south	eningizimu;  ngaseningizimu; 
southern	eningizimu;  ngaseningizimu; 
sovereign	 -bukhosi; inkhosi; bukhosi; 
space	indzawo;  sikhala;  umkhatsi; 
spaces	tikhala; 
spatial	indzawo; 
speak	khuluma; 
speakers	tikhulumi; 
speaking	khuluma; 
speaks	khuluma; 
spear	sikhali; 
special	 -khetsekile; luhlobo lolwehlukile; 
specialisation	likhono lelikhetsekile;  kugcila kulokutsite; lokukhetsekile; 
specialised	likhono lelikhetsiwe; 
specially	ikakhulu; 
specifically	ikakhulu; 
specifications	kucacisa; 
specified	condzanisa ngco; 
specify	condzanisa ngco; 
specimen	sifaniselo; 
specimens	emasampuli;  imifaniselo; 
spectacular	-jabulisako; 
spectrum	umkhakha; 
speech	 kukhuluma; inkhulumo; 
speeches	tinkhulumo; 
speed	sivinini;  litubane; 
speedy	ngekushesha; 
spend	sebentisa imali; 
spending	-citsa; kusebentisa imali; 
spent	citsa sikhatsi;  sebentisa imali; 
sphere	indingilizi; 
spheres	indingilizi; 
spirit	umphefumulo; 
spiritual	 -mphefumulo;  -kwemoya; kwemoya; 
split	 ehlukanisa; hlukana; 
spoke	khulumile; 
spoken	khuluma; 
spokesperson	 lokhulumela labanye; sikhulumi; 
sponsor	sekela; 
sponsored	 sekelwe; umesekeli; sekela; 
sport	umdlalo; 
sporting	umdlalo;  kudlala imidlalo; 
sports	umdlalo; 
spotlight	lilambu lelinemandla; lilambu; 
spouse	umlingani; 
spouses	Labashadene;  labatsesene; 
spread	hlanyela; 
square	 sikwele; inkhundla;  kwela phindzaphindza ngaleyo nombolo; 
stabilise	tintisa; 
stability	kutinta; 
stable	sitebele; 
stadium	inkhindla yetemdlalo; 
stadiums	tinkhundla tetemdlalo; 
staff	 sitafu; basebenti; 
stage	 libanga;  sigcawu; sigaba;  siteji; 
stages	 emabanga;  tinkhundla; tigaba; titeji; 
staging	tigaba tesifo; 
stakeholder	lotsintsekako;  umhlanganyeli; 
stakeholders	 bahlanganyeli; labatsintsekako; 
stalwart	sicumama; 
stalwarts	tetsenjwa letinkhulu; 
stamp	sitembu; 
stance	kuma; 
stand	 indzawo yekubukela; kwekuma; 
standard	 libanga;  umgomo; lizinga; 
standardised	bekwe ezingeni; 
standardization	 kubekwa ezingeni; 
standards	 emazinga; imigomo;  emabanga; 
standing	 tindzawo tekubukela; kwekuma; 
stands	 indzawo yekubukela; kwekuma; 
stanza	indzima; 
star	inkhanyeti; 
stars	tinkhanyeti; 
started	-cala; 
starting	-cala; 
starts	-cala; 
state	 bunjalo;  umbuso; live; 
state-owned	kwembuso; 
stated	kusho lokutsite; 
statement	 sitatimende; umbiko; 
statements	sitatimende; 
states	emave;  bunjalo;  imibuso; 
stating	 kubeka emavi; kusho; 
station	siteshi; 
stationery	kwekubhala; 
stations	titeshi; 
statistical	lubalobalo; 
statistician-general	solubalobalo jikelele; 
statue	umfanekiso lobatiwe; 
stature	umumo; 
status	simo; 
statute	umtsetfo; 
statutes	imitsetfo; 
statutory	umtsetfo; 
stay	hlala; lahleka; 
steadily	ngekungaphatami; 
steal	ntjontja; 
steel	insimbi; 
steer	condzisa; 
steering	condzisa; 
step	 libanga; sinyatselo; 
steps	tinyatselo;  emabanga; 
sterling	ncomeka kakhulu; kuhle kakhulu; 
still	thulisa; 
stimulating	vusa; 
stipulate	phawula; 
stipulated	beka kucace; 
stock	 sabelo; imfuyo;  sitoko; 
stolen	ntjontja; 
stone	khokha; 
stood	 indzawo yekutsengisela; indzawo yekubukela; 
stop	mani;  yekela; 
storage	kulondvolota; 
store	 indzawo yekubeka timphahla;  londvolota; khweta; 
stored	 londvolotiwe; beka;  londvolota; khweta; 
stories	tindzaba; 
storm	siphepho; 
story	indzaba; 
storytellers	bacocindzaba; 
storytelling	kucoca indzaba; 
strategic	ngelisu; 
strategies	emasu; 
strategy	lisu; 
stream	umfudlana; 
streams	imifudlana; 
street	kugcizelela;  sitaladi; 
streets	tindlela;  titaladi; 
strength	emandla; 
strengthen	cinisa; 
strengthened	cinisiwe; 
strengthening	cinisa; 
stress	 gcizelela;  kudzinwa kwengcondvo; kudzinwa; 
strides	tinyatselo; 
strike	 sitelega; teleka; 
string	intsambo; 
strip	sicephu;  umtiya; 
strips	imicu; 
strive	lwa; 
striving	phokophela; 
strong	tinyatselo; 
stronger	kuba nemandla; 
strongly	kuba nemandla; 
struck	shaya; 
structural	ngekweluhlelo; 
structured	Sakheko; -akha;  kwakheka; 
structures	 takhiwonchanti; takhiwo; Takheko; 
struggle	kushikashikeka; 
struggles	 kushikashikeka; imishikashika; 
struggling	shikashikeka; kushikashikeka; 
student	umfundzi; 
students	bafundzi; 
studies	kufundza;  tifundvo; 
studio	indlu yekusakata; 
studios	titjudiyo; emagumbi ekusakata; 
study	kufundza; 
style	 sitalo sembali; indlela;  sitayela; 
sub-item	intfo lencane; 
sub-programme	luhlelo loluncane; 
sub-regulation	umtsetfomgomo lomncane; 
subject	 umenti;  lophansi kwembusi; ingcikitsi; 
subjected	beka ngaphansi kwemtsetfo; tingcikitsi;  bomenti;  labangaphansi kwembusi; 
subjects	 tihloko;  lokukhulunywa ngako;  tingcikitsi; tifundvo; 
submissions	tetfulo; 
submit	ngenisa; 
submitted	ngenisiwe; 
submitting	ngenisa; 
subparagraph	indzima lencane; 
subpoenaed	lisamane lekubitela fakazi enkantolo; 
subscribe	bhalisa; 
subscribed	bhalisile; 
subsections	tigatjana; 
subsequent	landzela lapho landzelako; 
subsequently	ekugcineni; 
subsidiary	satitako; 
subsidies	imali yeselekelelo; 
subsidy	imali yekulekelela; 
subsistence	kuphila; 
substance	 lutfo; intfo; 
substances	tintfo; 
substantial	bonakalako; 
substantially	ngalokubonakalako; 
substantive	sobito; 
substitute	vala;  melela;  lokutsatse indzawo;  lovala lophumako; 
substituted	 faka lokunye endzaweni yalokunye; vala;  melela; 
substitutes	faka lokunye endzaweni yalokunye; timeleli; 
substituting	 kuma esikhundleni salokunye; kuvala sikhundla salophumako; kuvala sikhundla salomunye;  melela; 
substitution	 kuntjintja umdlali; kuvala; 
succeed	vala; 
succeeded	phumelela; 
success	imphumelelo; 
successes	timphumelelo; 
successfully	ngemphumelelo; 
succession	kulandzelana esikhundleni; 
successor	lolandzelako esikhundleni; 
such	njenge;  lokunjalo; 
suffer	vani buhlungu; hlupheka; 
suffered	vile buhlungu; hluphekile; 
suffering	 kuva buhlungu; buhlungu; 
sufficient	 -enele; enele; 
sufficiently	ngalokwenele; 
sugar	shukela; 
suggested	phakamisa; 
suggestion	siphakamiso; 
suggestions	imibono;  tiphakamiso; 
suggests	phakamisa; 
suitable	fanele; 
suitably	fanele; 
sum	 samba; sibalo; 
summary	 umbuseketo; sifinyeto; 
summer	lihlobo; 
summit	 ingcungcutsela; sicongo; 
summits	tingcungcutsela; ticongo; 
summoned	bitwa; 
sun	lilanga; 
sung	hlabele; 
superior	-ngetulu; 
supervisees	gadza; 
supervision	 kwelusa; kuhlola; 
supervisory	kugadza; 
supplied	niketa; 
supplier	umphakeli; umtfulitinsita; 
suppliers	batfulitinsita; baphakeli; 
supplies	timphahla; 
supply	 phakela;  imphahla lekhona; tidzingo;  lokukhona; 
support	 sisekelo; sekela;  ondla; 
supported	 sisekelo; sekela;  -ondla; 
supporting	sekela;  -ondla; 
supportive	kwesekela; 
supports	 sisekelo; sekela;  -ondla; 
supposed	cabangakinjalo; 
supreme	phakeme; 
sure	cinisekile; 
surely	mbamba; -cinisile; 
surface	 lingephandle;  kulolonga; lingetulu; 
surplus	 insalela; lokusele; 
surrender	kutinikela; 
surrounding	tungeletile; 
surveillance	kugadza; 
survey	phenya; 
surveyor	umhloli; 
surveyors	bahloli; bapopoli; 
surveys	tinklayo; 
survival	kusindza; 
survive	phila; 
surviving	phila; 
suspect	sola; umsolwa; 
suspected	Solwa;  -solile; 
suspects	basolwa; 
suspend	misa; 
suspended	misa; 
suspension	kumisa; 
suspensions	 kuyekelisa;  kuyekeliswa; kumisa; 
sustain	gcina; 
sustainability	kulondvolota; kuchubekela embili ngalokungenamkhawulo; 
sustainable	kuchubekela embili ngalokungenamkhawulo; 
sustained	gcina; 
sustaining	gcina; 
swear	tfuka;  funga; 
swearing	tfuka;  funga; 
switch	chafata; 
sworn	fungile; 
symbol	luphawu; 
symbolic	luphawu; 
symbolically	ngekweluphawu; 
symbolises	khombisa; 
symbolism	luphawu; 
symbols	timphawu; 
symposium	umhlangano; 
symptom	luphawu; 
symptoms	timphawusifo; 
system	 luhlelo;  inchubo; indlela; 
systematically	ngekweluhlelo; 
systemic	ngekweluhleo; 
systems	 tinhlelo;  tinchubo; tindlela; 
table	 litafula; lithebula; 
tabled	beka etafuleni; -etfula; 
tables	ematafula;  emathebula; 
tabling	kwetfula; 
tackle	-makha; 
tags	emathegi; 
take	tsatsa; sicephu; 
taken	tsetfwe;  tsatsiwe;  -tsetfwe; 
takeover	tsatsa; 
takes	tsatsa;  ticephu; 
taking	tsatsa; 
tale	insimu; 
talent	siphiwo;  lithalenta; 
talented	-nesiphiwo; 
talents	 tiphiwo; emathalenta; 
tales	tinganekwane; 
talk	khuluma; 
talking	khuluma; 
talks	khuluma; 
tangible	 bonakalako; phatsekako; 
tap	impompi; 
tape	ithephu yekukala; 
target	inhloso; 
targeted	condza; 
targeting	condza; 
targets	tinhloso; 
tariff	linani lelibekiwe; 
tariffs	tinhlawulo; 
task	umsebenti; 
tasked	kunikwa umsebenti; 
tasks	imisebenti; 
taught	fundzisa; 
tax	 umtselo; intsela; 
taxable	khokhelwa intsela; 
taxation	kutsela; 
taxed	tseliswa; 
taxes	 imitselo; tintsela; 
taxi	 ematekisi; itekisi; 
taxpayer	umkhokhintsela; 
taxpayers	bakhokhintsela; 
teach	fundzisa; 
teacher	thishela; 
teachers	bothishela; 
teaching	kufundzisa; 
team	licembu; 
teams	emacembu; 
teaser	sibangakwenta; 
technical	kwelwati lolutsite; 
technicians	bosobuciko; 
technique	lisu;  buciko; 
techniques	 buciko; emasu; 
technological	-kwebuchwepheshe; 
technologies	bucwepheshe; 
technology	buchwepheshe; 
telecommunication	kuchumana ngelucingo; 
telephone	lucingo;  shaya lucingo; 
television	 mabonakhashane; ithelevishini; 
tell	tjela; 
telling	tjela; 
tells	tjela; 
temporarily	kwesikhashana; 
temporary	kwesikhashana;  sikhashana; 
ten	lishumi; 
tend	vama; 
tender	ithenda; 
tendered	kungenisa; 
tenders	emathenda; 
tension	kuntsala;  mdvonseni; 
tenure	sikhatsi sekuba sesikhundleni; 
term	 sikhatsi lesibekiwe; ligama;  lithemu; 
terminate	bhubhisa;  ncamula; 
terminated	 ncamulile; bhubhisile; 
termination	 kuncamula; kubhubhisa; 
terminology	isayensi yelwatimagama; 
terms	imibandzela; 
terrestrial	kwemhlaba; 
territorial	indzawo; 
territories	tigodzi;  iminyele; 
territory	 umnyele; sigodzi; 
terrorism	bumbuka; 
tertiary	kwesitsatfu;  lokuphakeme; 
test	 kuhlola;  sivivinyo;  vivinya; luhlolo;  hlola; 
tested	kuhlola;  vivinya;  hlola; 
testimony	bufakazi; 
testing	 kuvivinya;  kuhlola;  vivinya; luhlolo;  hlola; 
tests	 tinhlolo; tihlolo; tivivinyo; 
text	lokucuketfwe; 
than	kuna-; 
thank	bonga; 
thanks	bonga; 
that	loko; 
that's	kwa-; 
the	i-; 
theater	ligumbi lekuhlindzela; itiyetha; 
theatres	ligumbi lekuhlindzela;  tinkhindla temidlalo yasesiteji; 
theft	kuntjontja; 
their	kwabo; 
them	bonakalako; 
theme	umongo;  umgogodla wendzaba; 
themes	tingcikitsi;  tingcikitsi; imigogodla yetindzaba; 
themselves	bonakalako; 
then	 kwabese; bese; 
therapy	kwelapha; 
there	 lapho; khona; 
thereafter	ngemuva kwaloko; 
thereby	umphumela; 
therefore	ngako-ke; 
therein	lapho khona; 
thereof	ngako-ke; 
thereon	kusukela lapho; 
thereto	kulokushiwo; 
thereupon	 masinyane ngemuva kwaloko; kulokushiwo; 
therewith	ngaloko; 
these	 laba; loku; 
they	baya; 
thing	intfo; 
things	tintfo; 
think	cabanga; 
thinking	 cabanga; kucabanga; 
third	 kwesitsatfu; kunye; 
thirdly	kwesitsatfu; 
thirds	kwesitsatfu; kunye kulokutsatfu; 
thirty	emashumi lamatsatfu; 
this	loku; 
thorough	ngalokuphelele; 
those	 leto; labo; 
though	noma; 
thought	cabanga; 
thoughts	imicabango; 
thousand	 nkhulungwane; inkhulungwane; 
thousands	tinkhulungwane; 
threat	kwesabisa; 
threaten	sabisa; 
threatened	sabisa; 
threats	kwesabisa; 
three	kutsatfu; 
three-day	lilanga lesitsatfu; 
three-year	umnyaka wesitsatfu; 
threshold	linani lelincane lelidzingekako; 
thriving	kuphokophela; 
throughout	kuko konkhe;  kuso sonkhe sikhatsi; 
thus	ngako-ke; 
ticket	lithikithi; 
ticketing	kukhipha emathikithi; 
tickets	emathikithi; 
tie	 ithayi; kubambana; 
tiers	imikhakha; 
ties	 bothayi; kubambana; 
till	kute kube; ithili; 
time	sikhatsi; 
timeframes	tikhatsi letibekiwe; 
timely	ngesikhatsi lesifanele; 
times	phindzaphindza; 
tirelessly	ngekungadzinwa; 
title	sihloko; 
titled	sihloko; 
titles	tihloko; 
to	ku-; 
tobacco	ligwayi;  imboza; 
today	lamuhla; 
together	ndzawonye; 
toilet	 indlu lencane; umthoyi; 
toilets	imithoyi;  tindlu letincane;  tindlu tangasese; 
told	tjelile; 
tolerance	kubeketela; 
tomorrow	kusasa; 
tonight	lamuhla ebusuku; 
tons	emathani; 
too	futsi; 
took	tsese; tsetse; 
tool	sikhali;  lithulusi; 
toolkit	ikhithi yemathulusi;  libhokisi lemathulusi;  sikhwama semathulusi; 
tools	 emathulusi; tikhali; 
top	sicongo; 
topic	sihloko; 
topics	tihloko; 
total	samba; 
totalled	samba; 
touch	kutsintsa; 
tough	matima; -cinile; 
touring	kuvakasha; 
tourism	tekuvakasha; 
tourist	sivakashi; 
tourists	tivakashi; 
tournament	ithonamenti; 
tournaments	emathonamenti; 
tours	luhambokuvakasha; 
toward	dvutane;  kuya embili; 
towards	dvutane;  kuya embili; 
town	lidolobha; 
towns	emadolobha; 
township	lilokishi; 
townships	emalokishi; 
trace	 luphawu; tfola;  tsatsisa;  landzelela; 
track	luhala; 
trade	 kutsengiselana;  kuhweba; umsebenti;  tsengisa; 
trading	kuhweba; 
tradition	indzabuko;  umhambo; 
traditional	 -kwendzabuko; -ngekwendzabuko; 
traditionally	ngalokwetayelekile;  ngekwelisiko; 
traditions	Tindzabuko; imihambo;  emasiko; 
traffic	kuphitsitela kwetimoto; 
trafficking	kushushumbisa;  kuphitsitela kwetimoto; 
tragedy	inhlekelele;  imbangalusizi; 
tragic	inhlekelele; 
train	sitimela;  cecesha;  fundzisa; 
trained	 cecesha; fundzisa; 
training	 kucecesha; kufundzisa; 
trajectory	kuhamba kwenhlavu yesibhamu; indlela; 
transaction	kutsengiselana; 
transactions	kutsengiselana; 
transfer	 kukhiphela;  ntjintja; susa;  kudlulisela; 
transferred	 kukhiphela;  ntjintja; susa;  kwendlulisela;  kudlulisela; 
transferring	 kundlulisela;  kukhiphela;  ntjintja; susa;  kwendlulisela; 
transfers	kuntjintja;  kundlulisela;  kukhiphela;  ntjintja; lilungelo lebuninimphahla; 
transform	gucula; 
transformation	 kugucuka kwendzawo; ingucuko; 
transformed	kuguculiwe; 
transforming	kucula; 
transition	ingucuko; 
transitional	kwendlulela kulesinye simo; 
translate	humusha; 
translated	 hunyushiwe; humushiwe; 
translation	kuhumusha; 
translator	umhumushi; 
translators	bahumushi; 
transmission	kwengcisa; 
transmit	 dlulisa; sabalalisa; 
transmitted	sabalalisa;  ndlulisa; 
transparency	kungagodli; 
transparent	-bonakalisa ngale; 
transport	kutfutsa;  tfutsa; 
transportation	kutfutfwa;  kutfutsa; 
travel	luhambo; 
travelled	hambile; 
travelling	hamba; 
treasure	ingcebo; 
treasures	tingcebo; 
treasuries	imicebo; 
treasury	tetimali; 
treat	 elapha; phatsa; 
treated	 elapha; phatsa; 
treaties	tivumelwane; tivumelwano; 
treatment	kwelashwa; 
treaty	 sivumelwane; sivumelwano; 
tree	sihlahla; 
trees	tihlahla; 
trend	indlelatsite; 
trends	tindlelatsite; 
trial	kulinga;  kutsetfwa kwelicala; 
trials	kulinga;  kutsetfwa kwelicala; 
tribunal	inkantolo;  libandla leliteka emacala; 
tribunals	tinkantolo;  emabandla lateka emacala; 
tribute	kubonga; kutsela; 
tried	tama;  tamile; 
triple	phindzeke katsatfu; 
triumph	kwehlula; kuncoba; 
trophy	 indzebe; inkomishi; 
troupe	licembu; licembu lebadlali; 
truly	 ngempela; mbamba; -cinisile; 
trust	tsemba; 
trustee	lilunga;  umphatsi lobekiwe; 
trustees	emalunga;  baphatsi lababekiwe; 
trusts	sikhwama; ithrasti; 
truth	liciniso; 
try	tama; 
trying	tama; 
turfs	lisoyi;  indzawo yekugijima emahhashi; sidzindzi; 
turn	jikisa; kujika; jika; 
turnaround	gucuka; jika; 
turned	 jikisiwe; kujika; guculiwe; 
turning	umgobo; 
turnover	imali lezuzwe ibhizinisini; 
twelve	lishumi nakubili; 
twentieth	kwemashumi lamabili; 
twenty	emashumi lamabili; 
twice	kabili; 
twitter	i-twitter; 
two	 bili; kubili; 
two-day	emalanga lamabili; 
two-thirds	tincenye letimbili talokutsatfu; 
type	luhlobo; 
types	tinhlobo;  luhlobo; 
typically	jwayelekile;  vamile; 
ultimate	ekugcineni; 
ultimately	ekugcineni; 
unable	ngakhoni; 
unacceptable	akwemukeleki; 
unanimous	longatiwa; kuvumelana; akawatiwa; 
unauthorised	akukagunyatwa;  akukavunywa; 
uncertainty	kungaciniseki; 
unconstitutional	-phambene nemtsetfosisekelo; 
under	phasi; 
underdevelopment	kungatfutfuki; kungatfutfukiswa; 
undergo	kwentiwa lokutsite;  ngenela lokutsite; 
underlying	-ngaphansi; 
undermine	bukela phasi;  tsatsela phasi; 
underpin	sekela; miselwa-; 
understand	kucondzisisa; 
understanding	kucondza; 
understood	visisa; 
undertake	yenta; 
undertaken	yentile; 
undertaking	yenta; 
undertook	yentile; 
underwater	ngaphasi kwemanti; 
underway	kuyentiwa; 
undue	 ngakabitwa; jeziza ngelunya; ngafanele; 
unemployed	kungasebenti; 
unemployment	kungasebenti; 
unfair	 -ngakalungi; ngafanele; 
unfortunately	 ngenhlanhla lembi; ngelishwa; 
unhappy	ngajabuli; 
unified	kuhlanganisa; 
uniform	 inyufomu; -fanako; 
unify	kuhlanganisa; 
union	 inhlanganiso; inhlangano; 
unions	tinhlangano;  tinhlanganiso;  tinyonyana; 
unit	 iyunithi; bunye; 
unitary	phatselene nebunye; 
unite	hlanganisa; 
united	-hlangene; 
units	emayunithi;  imivo; 
unity	bunye; 
universal	fananako; 
universe	konkhe lokukhona; 
universities	emanyuvesi; 
university	inyuvesi; 
unknown	akwatiwa; 
unlawful	akukho emtsetfweni; 
unleash	khulula; 
unless	ngaphandle nangabe-; 
unlike	akufani; 
unlikely	angeke kwenteke; 
unnecessary	kute sidzingo; 
unprecedented	akukate sekube khona phambilini; 
unqualified	ngafaneleki; 
unreasonable	kungevisisi; kubete ingcondvo; 
unregistered	akukabhaliswa;  awukabhaliswa; 
unsafe	akukaphephi; 
until	kute kube; 
untold	 akukhulunywa; akatjelwa; 
unusual	akukavami; 
unveil	vula; 
unveiled	vula; 
unveiling	vula; 
up	etulu; 
upcoming	lokutako; 
update	kwakamuva; 
updated	kwentiwe kwaba kwanyalo; 
updates	kwakamuva; 
upgrade	tfutfukisa; 
upgraded	tfutfukisiwe; 
upgrades	tfutfukisa; 
upgrading	tfutfukisa; 
uphold	 vumela; sekela; 
uploading	 kukhipha idokhumenti kungcondvomshini; kukhipha idokhumenti ku-inthanethi; 
upon	ngetulu kwa-; 
urge	inshisekelo; 
urged	ncenga; 
urgency	kuphutfuma; 
urgent	phutfumako; 
urgently	ngalokuphutfumako; 
urges	tinshisekelo; 
us	tsine; 
usage	kusebentisa; 
use	 kusetjentiswa; umsebenti; 
used	setjentisiwe; 
useful	kulusito;  kuba lusito; 
user	umsebentisi; 
users	basebentisi; 
uses	 kusetjentiswa; umsebenti; 
using	kusetjentiswa;  sebentisa; 
utilisation	kusebentisa; 
utilise	sebentisa; 
utilised	setjentisiwe; 
vacancies	tikhala; 
vacancy	sikhala; 
vacant	vulekile; kute; 
valid	kuyasebenta, liciniso; 
validity	kuciniseka;  sicinisekiso lesisemtsetfweni; 
valley	sigodzi; 
valuable	-ligugu; 
valuation	kuhlola; 
value	intsengo;  bungako; 
valued	intsengo; tsandvwako; 
values	imihambo;  imihambo nemagugu; 
van	iveni; 
variation	kuntjintjantjintja; 
varied	hlukahlukana; 
varies	ntjintjantjintja; 
variety	kwehlukahluka; 
various	hlukahlukune; 
varying	ntjintjantjintja; 
vast	-nyenti kakhulu; 
vehicle	 sitfutsi; incola; 
vehicles	 timotolo; titfutsi;  tincola; 
vendor	lotsengisa endleleni; 
venture	kulinga;  linga; 
ventures	 kulinga; emalanga; 
venue	 inkhundla; indzawo; 
venues	 tindzawo; indzawo; 
verification	kucinisekisa; 
verify	cinisekisa; 
version	luhlobo; 
very	kakhulu; 
vessel	umtsambo;  umkhumbi; 
vested	nikiwe; 
veterans	tigayigayi; 
via	endlula; 
viability	 kukhona kwenta lokutsite; kwenteka; 
viable	 kukhona kwenta lokutsite; kwenteka; 
vibrant	kuba nemandla; 
vice-chairperson	lisekela lasihlalo; 
victim	umhlukunyetwa; 
victims	umhlukunyetwa; 
victor	umncobi; 
victory	kuncoba; 
video	ividiyo; 
videos	ividiyo; 
viewed	-bukile; 
viewing	kubuka; 
views	Imboniso/imibono; 
village	lidolobhana; 
villages	lidolobhana; 
violation	kwephula; 
violations	kwephula umtsetfo; 
violence	ludlame; 
violent	kuba nebudlova; 
virtually	cishe;  lokungukona; 
virtue	emandla;  ligunya; 
visa	ivisa; 
vision	 umbono; kubona; 
visionary	kucabangela embili; 
visit	kuvakasha; vakasha; 
visited	 vakashile; vakashela;  vakashele-; 
visiting	kuvakasha; 
visitor	sivakashi; 
visitors	sivakashi; 
visits	kuvakasha; 
visual	-sibonwa;  bonakalako; 
visually	kubona; 
vital	balulekile; 
vocational	-phatselene nemsebenti; 
voices	 kuvakalisa livi; emavi; 
void	kungabi nalutfo; kuba lite; 
volatility	kukhwamuka; kunyamalala; 
volume	umtsamo; 
voluntarily	kutivumela; 
voluntary	kutivumela; 
volunteers	emavolontiya; 
vote	khetsa;  kukhetsa;  ivoti; 
voted	khetsa;  kukhetsa; -votile; 
voter	umkhetsi; 
voters	labavotako; umkhetsi; 
votes	khetsa; emavoti;  kukhetsa;  ivoti; 
voting	kuvota; 
vulnerability	kuba sengotini; 
vulnerable	-labasengotini; 
wage	 liholo; umholo; 
wages	imiholo; 
waiting	kulindza; 
walk	hamba; 
walks	hamba; 
wall	umtsangala;  lubondza; 
walls	 imitsangala; tibondza; 
want	 sifiso; sidzingo; 
wanted	 dzinga; sifisa; 
wants	funa; 
war	imphi; 
wards	emawodi;  tigceme; 
warm	futfumele; 
warmth	kufutfumala;  imfudvumalo; 
warning	 layalako; umyalo; 
warrant	incwadzimvume; nika emandla; 
warrants	nika emandla;  tincwadzimvume; 
wars	timphi; 
was	beka-; 
waste	 imfucuta; tibi; 
watch	liwashi; 
water	 nisela; emanti;  tselela;  natsisa; 
waters	 nisela; emanti; 
way	indlela; 
ways	tindlela; 
we	tsine; 
we've	besi-; 
weakness	butsakatsaka; 
weaknesses	butsakatsaka; 
wealth	umcebo; 
weapon	sikhali; 
weapons	tikhali; 
weather	simo selitulu; 
web	bulembu; 
website	iwebhusayithi; 
websites	emawebhusayithi; 
week	liviki;  lisontfo; 
week-long	liviki lonkhe; 
weekend	imphelasontfo; 
weeks	emaviki;  emasontfo; 
weight	 sikalo;  kala; sisindvo; 
welcome	-mukelekile; 
welcomed	-mukelekile; 
welcomes	-mukela; 
welcoming	-mukela; 
welfare	inhlalakahle;  sonhlalakahle; 
well	umtfombo; 
well-being	kuphila kahle; 
well-known	dvumile;  yati kakhulu; 
wellbeing	kuphila kahle; 
went	hambile; 
west	 ngasenshonalanga;  inshonalanga; enshonalanga; 
western	kwasenshonalanga; 
wetland	sitete; 
wetlands	tihlambo; 
what	ini; 
what's	ini; 
whatever	noma ngabe yini; 
whatsoever	noma ngabe yini; 
when	nini; 
whenever	noma kunini; 
where	kuphi; 
whereas	kantsi; 
whereby	lapho khona; 
whereupon	lapho khona; 
wherever	noma kuphi; 
whether	noma; 
which	kuphi; 
whichever	noma ngukuphi; 
while	ngesikhatsi-; 
whilst	ngesikhatsi-; 
whips	tinswebhu; 
white	mhlophe; 
whites	 lokumhlophe; labamhlophe; 
who	bani; 
whole	phelele; 
