ABET	IABET; 
networking	uthungelwano; 
networks	amathungelwano; 
never	soze; 
nevertheless	kodwa ke; 
new	ntsha; 
newly	entsha; 
news	iindaba; 
newsletter	incwadana yeendaba; 
newsletters	iincwadana zeendaba; 
newspaper	 iphepha-ndaba; iphephandaba; 
newspapers	amaphepha-ndaba; 
newsroom	igumbi leendaba; 
next	elandelayo; 
night	ubusuku; 
nine	ithoba; 
no	hayi; 
noble	balaseleyo;  phakamileyo;  bekekileyo; 
nominal	ekhoyo ngegama; 
nominate	 -nyula;  tyumba; ukutyumba; 
nominated	 -nyula;  tyumba; ukutyumba; 
nomination	 utyumbo; ukutyumba; 
nominations	 utyumbo; ukutyumba; 
non	akukhonto; 
non-compliance	ukungathobeli; 
non-governmental	engeyiyo karhulumente; 
non-profit	engeyiyo yenzuzo; 
non-racial	engenabo ubuhlanga; 
non-refundable	engenayo imbuyiselo; 
non-sexism	engakhethi ngokwesini; 
non-sexist	engakhethi ngokwesini; 
non-tax	engenayo irhafu; 
none	akukhonto; 
nor	okanye; 
normally	ngokuqhelekileyo; 
norms	iziqhelo; 
north	ngasentla;  emantla;  entla;  umntla; 
northern	umntla; 
not	hayi; 
notable	balulekileyo; qapheleka; 
notably	ngokubalulekileyo; 
note	 ukuphawula;  inowuthi;  imali eliphepha;  isikhumbuzisi; qaphela; 
noted	qaphele;  ukuphawula;  inowuthi;  imali eliphepha;  isikhumbuzisi; qaphela; 
notes	amanqakwana ezifundo; 
nothing	into engekhoyo; 
notice	 isaziso; ingqalelo; 
notices	 izaziso; ukunaka; ingqalelo; 
notification	 ukwazisa; isaziso; 
notified	wazisiwe; 
notify	ukwazisa;  azisa; 
noting	 ukuphawula;  inowuthi;  ukuqaphela;  isikhumbuzisi; qaphela; 
notion	ingqiqo;  ingcinga; 
notwithstanding	nangona; 
novel	inoveli; 
now	ngoku; 
null	akukho nto; phuthile; 
number	inani;  ubunani;  inombolo;  ubungaphi; 
numbers	amanani; 
numerous	 ninzi;  inyambalala; eziliqela; 
nurse	 umongi; umongikazi;  yonga; 
nurses	abongikazi;  uyonga; 
nursing	ukonga; 
nurture	ukondla; 
nurturing	ukondla;  ukukhulisa; 
nutrition	isondlo; 
oath	isifungo; 
object	 ukwala;  injongosenzi; into; 
objection	inkcaso; 
objections	iinkcaso; 
objective	 ephathekayo; injongo; 
objectives	 ephathekayo; iinjongo; 
objects	 ukwala; izinto;  injongosenzi; 
obligation	iimfanelo; 
obligations	iimfanelo; 
obliged	 nyanzelekile; bophelelekile; 
observatory	isakhiwo sokulolonga isibhakabhaka nezinye izinto; 
observe	ukuqwalasela; 
observed	ukuqwalasela; 
obsolete	elingasasetyenziswayo; 
obtain	fumana; 
obtained	fumana; 
obtaining	ukufumana; 
obvious	cacileyo; 
obviously	ngokucacileyo; 
occasion	ithuba; 
occasions	amathuba; 
occupation	umsebenzi;  ukuthimba ilizwe; 
occupational	eyomsebenzi; 
occupied	thatha; 
occupy	thatha; 
occur	ukwenzeka;  ukufunyanwa; 
occurred	kwenzekile;  kufunyenwe; 
occurrence	isiganeko; 
occurring	kuyenzeka; 
occurs	kuyenzeka; 
ocean	ulwandlekazi; 
of	 ye; ka; 
off	phetha; 
offence	ulwaphulo-mthetho; 
offences	izenzo zolwaphulo-mthetho; 
offender	umoni; 
offenders	aboni; 
offered	nikeza; 
offering	umnikelo; 
offerings	iminikelo; 
offers	nikeza; 
office	 iofisi; isikhundla; 
office-bearers	abaphathi bezikhundla; 
officer	 umphathi-mkhosi; igosa; 
officers	amagosa; abaphathi-mkhosi; 
offices	izikhundla;  iiofisi; 
official	 umphathi;  eyoburhulumente; igosa; 
officially	ngokusesikweni; 
officials	 abaphathi;  eyoburhulumente; amagosa; 
offset	linganisa; 
offshore	kude nonxweme; 
often	rhoqo; 
oil	ioyile;  ioli; 
old	dala; 
older	dadlana; 
oldest	oyena mdala; 
omission	ukungenzi; ukushiya; 
omissions	iimpazamo; 
on	kwi; 
once	kube kanye; 
once-off	kube kanye; 
one	inye;  isinye; 
ones	izinye; 
ongoing	qhubekayo; 
online	eqhagamshelekileyo; 
only	kuphela; 
onto	kwi; 
op	iop; 
open	vula; 
opened	vuliwe; 
opening	intunja; 
opens	iyavula; 
opera	 umdlalo womculo; iopera; 
operate	tyanda; 
operated	tyandiwe; 
operates	tyanda; 
operating	tyanda; 
operation	 ukubala;  ukuhlinzwa;  uqhaqho;  inkqubo yamajoni emfazweni;  utyando;  intsebenzo; umsebenzi; 
operational	esebenzayo; 
operations	 ukubala;  iintsebenzo;  ukuhlinzwa;  inkqubo yamajoni emfazweni; umsebenzi;  imisebenzi yoqhaqho; amatyando; 
operator	umbhexeshi wento ethile; 
operators	ababhexeshi; 
opinion	uluvo; 
opinions	izimvo; 
opportunities	amathuba; 
opportunity	ithuba; 
opposed	phikiswa; 
opposite	isichasi;  eliphikisayo; 
opposition	amaqela aphikisayo;  abachasi; 
oppressed	cinezelwe; 
oppression	 imbandezelo;  ucinezelo; ingcinezelo; 
optimal	eyona ithandwayo; 
optimism	ukulindela okuhle; 
option	ukhetho; 
options	izinto zokhetho; 
or	okanye; 
oral	oluthethwayo; 
orange	i-orenji;  iorenji; 
order	 iodolo;  ulungelelwano;  ukuodola; ucwangciso;  ukulandelelana;  umyalelo;  ulungelelwaniso; 
ordered	 iodolo;  ulungelelwano;  ukuodola; ucwangciso;  ukulandelelana;  umyalelo;  ulungelelwaniso; 
orders	 imimiselo yemihlangano yenkolo; iiodolo; imiyalelo; 
ordinance	ummiselo;  umthetho wephondo; 
ordinarily	ngokuqhelekileyo; 
ordinary	qhelekile; 
organ	 uhadi; ilungu;  ilungu lomzimba;  amalungu omzimba; 
organisation	 ulungiselelo; iqumrhu; 
organisational	 eyombutho; eyolungiselelo; 
organisations	amalungiselelo;  imibutho; 
organised	lungiselelwe; 
organisers	abaququzeleli;  abalungiseleli; 
organising	 ukuququzelela; ukulungiselela; 
organization	umbutho;  ulungiselelo; 
organizations	amalungiselelo;  imibutho; 
organized	lungiselelwe; ququzelelwe; 
organizers	abaququzeleli;  abalungiseleli; 
organs	amalungu okuthetha; 
orientation	uqhelaniso; 
origin	 isiqalo;  intsusa; imvelaphi; 
original	imo yemvelo;  eyeyakhe; 
originally	entlandlolo; 
origins	 iintsusa; iimvelaphi;  iziqalo; 
other	omnye;  enye; 
others	ezinye;  abanye; 
otherwise	okanye kungenjalo; 
ought	kufuneka;  melwe; 
our	eyethu; 
ours	ezethu; 
ourselves	thina ngokwethu; 
out	phandle; 
outcome	isiphumo; 
outcomes	iziphumo; 
outdoor	-phandle; 
outgoing	 ophumayo; ohambayo; 
outline	 uphahla lwemaphu; isicwangciso;  ukugqabaza; 
outlined	 uphahla lwemaphu; isicwangciso;  ukugqabaza; 
outlines	izicwangciso;  amagqabantshintshi;  ukugqabaza; 
outlook	umbono; 
output	iziphumo; 
outputs	iziphumo; 
outreach	ufikelelo; 
outside	umphandle;  kumphandle;  phandle; 
outsourced	thunyelwe phandle; 
outstanding	balulekileyo; qapheleka; 
outward	ngokuphandle; 
oval	 bumbhoxo; embhoxo; 
over	 ngaphaya; ngaphezulu; 
overall	iovaroli; 
overarching	ukwenza intlondi ngokugqithisileyo; 
overcome	ukoyisa; 
overseas	 phesheya kolwandle; phesheya; 
oversee	ukongamela; ukubeka iso; 
overseeing	ukongamela; 
oversight	ubongameli;  isiphosiso; 
overview	ukujonga ngokubanzi; 
overwhelming	oyisa; 
owed	ukukwelitwa; 
owing	ukukwelita; 
own	ukuba ngumnini;  ukuba nento;  fuya; 
owned	fuyile; 
owner	 umfuyi; umnini; 
owners	abanini;  abafuyi; 
ownership	ubunikazi; 
p	p+B1561; 
pace	isantya somdlalo; 
package	impahla; 
packages	iimpahla; 
page	iphepha; 
pages	amaphepha; 
paid	 hlawula; intlawulo;  ukuhlawula; 
pain	 ubuhlungu; intlungu; 
painful	buhlungu; 
painting	umzobo;  umzobo owenziwe ngepeyinti;  ukuzoba ngepeyinti; 
paintings	ukuzoba ngepeyinti; imizobo;  imizobo eyenziwe ngepeyinti; 
palace	ibhotwe; 
panel	 igqiza labagwebi; igqiza; 
paper	iphepha;  iphepha-ndaba; 
papers	 iphepha loviwo;  iphepha-ndaba; amaphepha; 
paragraph	umhlathi; 
paragraphs	imihlathi; 
parameters	 ubunjani obunokubalwa; iimpawu ezinokulinganiswa; 
parent	umzali; 
parental	enobuzali; 
parenting	umzali; 
parents	abazali; 
park	ukumisa;  ipaki;  ipaka; 
parking	ukumisa;  ipaka; 
parks	 iipaka; ukumisa; 
parliament	ipalamente; 
parliament's	eyepalamente; 
parliamentarians	amalungu epalamente; 
parliamentary	eyepalamente; 
parliaments	iipalamente; 
parole	ingqawule; isithembiso sokungabaleki kwebanjwa; 
part	 isigaba sentetho; indawo; 
part-time	 hayi imini yonke; inxenye yemini;  ngamaxesha athile; 
partial	enxalenye; 
partially	ngenxalenye; 
participant	umthathi nxaxheba; 
participants	abadlali; 
participate	ukuthatha inxaxheba; 
participated	uthathe inxaxheba; 
participates	uthatha inxaxheba; 
participating	ukuthatha inxaxheba; 
participation	ukuthatha inxaxheba; 
participatory	ngokuthatha inxaxheba; 
particular	ethile; 
particularly	ngokukodwa;  ngokukhethekileyo; 
particulars	iimpawu; 
parties	amaqela;  amaqela ezopolitiko; 
partly	ngokwenxalenye; 
partner	umlingane;  umahlulelane; 
partnered	umlingane;  umahlulelane; 
partners	abalingane;  abahlulelane; 
partnerships	amahlulelwano; 
parts	amalungu; 
party	iqela;  iqela lezopolitiko; 
pass	ukunikezela;  ukuphumelela;  ipasi;  ukupasa ibhola; 
passed	ukunikezela;  ukuphumelela;  ipasi;  ukupasa ibhola; 
passenger	umkhweli;  ipasenjari; 
passengers	abakhweli; 
passes	ukunikezela;  ukuphumelela;  ipasi;  ukupasa ibhola; 
passing	ukugqitha; 
passport	incwadana yokundwendwela; 
path	indlela; 
patient	 umguli; isigulane; 
patients	 abaguli; izigulane; 
patriotism	ukuthand'izwe; 
pattern	 ipatroni; umfuziselo; 
patterns	imifuziselo; 
paved	kwenziwe umgangatho;  indlela igangathiwe; 
pavilion	isakhiwo kwibala lemidlalo; 
pay	 hlawula; intlawulo;  ukuhlawula; 
payable	iyahlawuleka; 
paying	 hlawula; intlawulo;  ukuhlawula; 
payment	intlawulo;  uhlawulo; 
payments	iintlawulo; 
pays	 hlawula;  ukuhlawula; iintlawulo; 
pdf	ipdf; 
peace	uxolo; 
peaceful	ngoxolo; 
peak	incopho; 
penalties	izohlwayo; 
penalty	isohlwayo; 
pending	misiwe;  xhonyiwe; 
pension	umhlalaphantsi; 
pensions	iipenshini;  imihlalaphantsi; 
people	abantu; 
people's	eyabantu; 
peoples	abantu; 
per	ngokwe; 
perceived	boniwe;  qwalaselwa; 
percent	ekhulwini;  ipesenti; 
percentage	ekhulwini;  ipesenti; 
percentages	ekhulwini;  iipesenti; 
perception	imbonakalo;  imbono; 
perceptions	 iimbonakalo; iimbono; 
perform	ukwenza; 
performance	 ukonwabisa ababukeli nabaphulaphuli;  ukwenza umculo; ukwenza; 
performances	 ukonwabisa ababukeli nabaphulaphuli;  ukwenza umculo; ukwenza; 
performed	onwabisile; ukwenza; 
performer	umonwabisi; 
performers	abonwabisi; 
performing	onwabisa; ukwenza; 
performs	onwabisa; ukwenza; 
perhaps	mhlawumbi; 
period	 isigaba sexesha;  ixesha elithile; ixesha;  isithuba;  ithuba lezifundo; 
periodical	 ulindixesha;  -hlal' ivele; iphepha-ncwadi; 
periods	amaxesha; 
perjury	ityala lokuxoka ufungile; 
permanent	isigxina;  -sigxina; 
permanently	ngokungenasiphelo ngonaphakade; 
permission	imvume; 
permit	 ukuvumela; imvume; 
permits	iimvume; 
permitted	uvunyelwe; 
perpetuate	ukuqhubeka ukugcina; 
person	 umntu ekuthethwa naye;  umntu othethayo; umntu;  umntu ekuthethwa ngaye; 
person's	eyomntu; 
personal	yomntu; 
personally	ngokobuqu; 
personnel	 abaqeshwa;  isitafu; abasebenzi; 
persons	abantu; 
perspective	ingqikelelo-mgama; 
perspectives	iingqikelelo-mgama; 
pertaining	 ngokuphathelele; malunga; 
petition	isibongozo;  uxwebhu lwezikhalazo; 
petitions	uxwebhu lwezibongozo;  izibongozo; 
petrol	 amafutha enqwelo; ipetroli; 
petroleum	ipetroleum; 
pharmaceutical	ezokuphithikeza amayeza; 
pharmacist	umphithikezi-mayeza; 
pharmacy	 indlu ethengisa amayeza; umzi wamachiza; 
phase	isigaba; 
phased	ngezigaba; 
phases	izigaba; 
phenomenon	 isimanga; isenzeko; 
philosophy	ifilosofi; 
phone	 ifowuni; umnxeba; ifoni; 
photo	ifoto; 
photograph	ifoto; 
photographers	abafoti; 
photographic	eyokufota; 
photographs	iifoto; imifanekiso; 
photography	ubuchule bokufota; 
photos	iifoto; 
physical	 ezemvelo;  ngokomzimba; yomzimba;  ngomzimba;  inzululwazi ngemvelo; 
physically	 ngokuphathekayo; ngomzimba; 
piano	 ipiyano; ngokuzolileyo; 
picture	umfanekiso; 
pictures	imifanekiso; 
piece	intwana; 
pieces	iingceba; 
pillar	intsika; 
pillars	iintsika; 
pilot	 umalathi-ndlela; umqhubi; 
pioneer	umanduleli; 
pioneers	abanduleli; 
piracy	ukuba; 
pivotal	enesikhonkwane esijikelezayo; 
place	indawo; 
placed	imiselwe;  ibekiwe; 
placement	ingqesho;  ukwalathelwa; 
places	iindawo; 
placing	ukwalathelwa; 
plain	ithafa; 
plains	amathafa; 
plaintiff	ummangali; 
plaintiff's	ekandimangele;  eyommangali; 
plan	 -ceba;  uyilo;  ukuyila; isicwangciso;  iplani;  ukuceba; 
planet	iplanethi; 
planned	 -ceba; izicwangciso;  uyilo;  ukuyila;  iplani;  ukuceba; 
planning	ukuyila;  ukucwangcisa; 
plans	 -ceba; izicwangciso;  uyilo;  ukuyila;  ukuceba; 
plant	 ukutyala; isityalo;  iplanti;  usinga lwesityalo; 
plants	 ukutyala;  usinga lwesityalo; izityalo; 
plastic	 yeplastiki; iplastiki; 
plate	ipleyiti; 
platforms	iiplatfomu; 
play	umdlalo; 
played	umdlalo; 
player	umdlali; 
players	abadlali; 
playhouse	igumbi lemidlalo yeqonga; 
playhouses	amagumbi emidlalo yeqonga; 
playing	umdlalo; 
plays	imidlalo; 
plea	 ingxelo yommangalelwa; isicelo; 
pleading	ukubongoza;  ukungxengxeza; 
pleadings	 izibongozo; izingxengxezo; 
please	nceda;  ngesicelo; 
pleased	 yolileyo; vuyile; 
pleasure	ukonwaba; 
pledge	bambisa; nyanisekisa; 
pledged	bambisile; nyanisekisile; 
plenary	amagunya ngokupheleleyo; 
plight	ingxaki; 
plus	 udibanisa; dibanisa; 
pm	emalanga; 
poaching	ukuzingela; 
poem	 umhobe; umbongo; 
poet	imbongi; 
poetry	isihobe; 
poets	iimbongi; 
point	inqaku;  ingongoma;  ikona; 
pointed	 ibeke iingongoma;  ibekwe amanqaku; ikona; -khombisile; 
points	 iingongoma; amanqaku;  iikona; -khombisa; 
police	amapolisa;  ipolisa; 
policies	iipolisi; inkqubo;  imigaqo-nkqubo;  iipolisi; 
policing	amapolisa; 
policy	 umgaqo-nkqubo; inkqubo;  ipolisi yeinshorensi;  ipolisi; 
political	ezombuso; 
politics	 iipolitiki; ezopolitiko;  ipolitiki; 
pollution	 ukungcolisa; ungcoliseko; 
pool	ichibi; 
poor	 -hlwempu; ubuhlwempu; 
poorer	 -hlwempu; ubuhlwempu; 
poorest	 -hlwempu; ubuhlwempu; 
poorly	 ngokuthobekileyo; ngobuhlwempu; 
population	 abemi;  iqela lilonke ekuthathwe kulo isampuli; abantu; 
pornography	izinto zoburheletya; 
port	izibuko; 
portfolio	 inkcazelo edandalazisa isakhono somntu; isikhundla; 
portion	inxalenye;  isahlulo; 
portray	ukuzoba; 
portrayed	ukuzoba; 
ports	amazibuko; 
pose	misela ukuthatha umfanekiso; 
posed	misele ukuthatha umfanekiso; 
position	indawo; 
positions	iindawo; 
positive	exabiso ngaphezu kwento engekhoyo; 
positively	ngokunethemba; 
possess	yiba ngumnini; 
possession	ubunini;  ukufumana ibhola; 
possibilities	okunokwenzeka; 
possibility	okunokwenzeka; 
possible	kunokwenzeka; 
possibly	mhlawumbi; 
post	 iposi;  ukuthumela; isikhundla; 
post-apartheid	emva kwenkqubo yocalu-calulo; 
postal	eyeposi; 
postgraduate	izifundo emva kwesidanga sokuqala; 
postponed	rhoxisa; 
postponement	urhoxiso; 
posts	izikhundla;  iiposi;  ukuthumela; 
pot	 ingqayi; imbiza; 
potential	enokwenzeka; 
potentially	ngokunokwenzeka; 
poverty	ubuhlwempu; 
power	amandla;  igunya;  amandla okulawula; 
powerful	-namandla; 
powers	 amagunya; amandla; amandla okuziphindaphinda;  amandla okulawula;  ukuziphindaphinda kwenani; 
practicable	enokwenzeka; 
practical	owenziwayo; 
practice	 isiqhelo;  ukuqhelisa;  uqheliso; isikhundla; 
practices	 ukuqhelisa;  iziqhelo;  uqheliso; izikhundla; 
practise	ukuziqhelisa;  phindaphinda;  qhelisa; 
practitioner	ingcali; 
practitioners	iingcali; 
praise	ukuncoma; 
prayer	umthandazo;  Umthandazo; 
pre-colonial	 phambi kwezithanga; phambi kobukoloniyali; 
pre-trial	phambi kolingo; 
preamble	 imbulambethe; intshayelelo; 
precede	ukwandulela; 
preceded	ukwandulela; 
preceding	ukwandulela; 
precinct	indawo ebiyelweyo; 
precincts	iindawo ezibiyelweyo; 
precious	xabisekileyo; nqabileyo; 
precisely	ngokuthe ngqo; 
preference	ukhetho; 
preferential	ekhethwayo; 
preferred	ekhethwayo; 
pregnancy	ukukhulelwa; 
pregnant	ukukhulelwa; 
prejudice	ukuqal' ugwebe;  udlelondlala; 
preliminary	eyokuqala; 
premier	inkulumbuso; 
premised	isindululo sesiseko sengxoxo; 
premises	imizi; 
preparation	amalungiselelo;  uzifozonke; 
preparations	amalungiselelo;  uzifozonke; 
preparatory	wokulungiselela; 
prepare	 -lungisa; ukulungiselela; 
prepared	lungisiwe; 
preparing	 -lungisa; ukulungiselela; 
prescribe	ukumisela; 
prescribing	ukumisela; 
prescription	ummiselo;  umyalelo; 
prescripts	imimiselo;  imiyalelo; 
presence	ubukho; 
present	ubukho;  unikelo; 
presentation	 intetho ecwangcisiweyo; ukwaziswa; 
presentations	 iintetho ezicwangcisiweyo; ukwaziswa; 
presented	nikele; 
presenting	ukunikela; 
presently	njengangoku; 
presents	nikela; 
preservation	ukugcina;  ulondolozo; 
preserve	londoloza; 
preserved	londoloza; 
preserving	londoloza; 
preside	ukuchophela; 
presidency	ubongameli; 
president	umongameli;  iprezidanti; 
president's	eyomongameli; 
presidential	eyomongameli; 
presidents	abongameli; 
presiding	ukuchophela; 
press	cofa;  abashicileli;  cudisa;  ukuayina; 
pressing	cinezelayo; 
pressure	uxinzelelo; 
pressures	amaxinzelelo; 
prestigious	nesidima;  nodumo; 
presumed	cingelwe; 
pretty	ntle; hle; 
prevail	ukubakho jikelele;  ukubakho kakhulu; 
prevailing	qhelekileyo; khoyo; 
prevalence	ukuxhaphaka jikelele; 
prevent	 thintela; ukukhusela;  khusela; 
prevented	 thintele; khusele; 
preventing	 ukukhusela; ukuthintela; 
prevention	ukhuselo;  uthintelo; 
previous	ngaphambili; 
previously	ngaphambili; 
price	ixabiso; 
prices	amaxabiso; 
pricing	ukuxabisa; 
pride	iqhayiya;  ikratshi; 
priest	umbingeleli; 
prima	okuqala; 
primarily	okokuqala; 
primary	okuqala; 
prime	odidi lokuqala; 
principal	 unozala;  ingqonyela; inqununu; 
principals	iinqununu; 
principle	 umongo; isikhokelo; 
principles	 iinqobo; izikhokelo; 
print	 okushicilelweyo; ukushicilela;  ukuprinta;  iprinti; 
printed	 okushicilelweyo; ukushicilela;  ukuprinta;  iprinti; 
printing	 okushicilelweyo; ukushicilela;  ukuprinta;  iprinti; 
prior	intloko yomzi woonongendi;  okuqala; ngaphambili; 
priorities	eziphambili; 
prioritise	ukuhlela ngolandelelwano lokubaluleka; 
prioritised	kuhlelwe ngolandelelwano lokubaluleka; 
priority	okuphambili; 
prison	intolongo; 
prisoner	 umbanjwa; ibanjwa; 
prisoners	amabanjwa; 
prisons	iintolongo; 
privacy	 ingasese; imfihlo; 
private	bucala; 
privilege	ilungelo elilodwa; 
privileged	unelungelo elithile; 
privileges	amalungelo; 
prize	ibhaso; 
prizes	amabhaso; 
pro	ukuxhasa; 
proactive	ukuphepha kwangaphambili;  ukuthintela kwangaphambili; 
probably	mhlawumbi; 
probation	ukulingwa phambi kokuqeshwa; 
probe	ukuphanda; 
problem	ingxaki;  iqhina;  ingxaki efuna ingqondo; 
problems	 amaqhina;  iingxaki ezifuna ingqondo; iingxaki; 
procedural	ngokwenkqubo; 
procedure	inkqubo; 
procedures	iinkqubo; 
proceed	qhuba; 
proceeding	inkqubo; 
proceedings	iingxoxo; 
proceeds	iziphumo;  iinzuzo; iingeniso; 
process	 ukwenzeka; inkqubo;  ulandelelwano lwezenzeko;  ukutshintsha imo; 
processed	sompa;  ukwenzeka; inkqubo;  ulandelelwano lwezenzeko;  ukutshintsha imo; 
processes	 ukwenzeka;  ulandelelwano lwezenzeko; iinkqubo;  ukutshintsha imo; 
processing	sompa;  ukwenzeka; inkqubo;  ulandelelwano lwezenzeko;  ukutshintsha imo; 
procession	umngcelele;  ukrozo; 
proclamation	 isimemezo; isibhengezo; 
procurement	 ukuthenga; ukufumana;  ukuxhobisa; 
produce	imveliso;  ukuvelisa; 
produced	imveliso;  ukuvelisa; 
producer	 umlawuli-mdlalo; umvelisi; 
producers	abalawuli-mdlalo; abavelisi;  abavelisi-midlalo; 
produces	imveliso;  ukuvelisa; 
producing	imveliso;  ukuvelisa; 
product	imveliso; 
production	ukuvelisa;  isivuno; 
productions	iziveliso; ukuvelisa;  izivuno; 
productive	nemveliso; 
productivity	imveliso; 
products	 iziphumo zophindaphindo; iziphinda-phindo; iimveliso; 
profession	ikhondo; 
professional	oqeqeshelwe umsebenzi; 
professionals	amachule omsebenzi; 
professions	iingcali; 
professor	njingalwazi; 
profit	inzuzo; 
profits	iinzuzo; 
profound	nzulu; 
program	 inkqubo sikhokelo; inkqubo;  isikhokelo; 
programme	 inkqubo sikhokelo; inkqubo;  isikhokelo; 
programmed	 inkqubo sikhokelo; inkqubo;  ehleliweyo; 
programmes	 iinkqubo sikhokelo; iinkqubo; 
